timestamp,30:87:D9:F1:76:**,30:87:D9:B1:82:**,78:D2:94:7F:EB:**,30:87:D9:71:F0:**,30:87:D9:71:61:**,30:87:D9:B1:7E:**,30:87:D9:F1:F0:**,30:87:D9:31:77:**,30:87:D9:B1:81:**,30:87:D9:31:61:**,00:24:6C:26:8B:**,30:87:D9:31:95:**,30:87:D9:F1:7D:**,30:87:D9:71:FC:**,30:87:D9:31:7E:**,30:87:D9:71:7E:**,30:87:D9:F1:7E:**,30:87:D9:71:59:**,30:87:D9:31:82:**,30:87:D9:71:82:**,30:87:D9:31:55:**,30:87:D9:B1:FC:**,30:87:D9:B1:54:**,30:87:D9:71:5C:**,30:87:D9:F2:06:**,30:87:D9:B1:7C:**,04:92:26:53:B7:**,30:87:D9:B1:97:**,30:87:D9:F1:95:**,30:87:D9:F1:99:**,30:87:D9:F1:97:**,30:87:D9:B1:7D:**,00:24:6C:26:87:**,30:87:D9:71:58:**,30:87:D9:71:77:**,30:87:D9:71:55:**,30:87:D9:F2:38:**,30:87:D9:31:97:**,30:87:D9:71:81:**,30:87:D9:B1:7F:**,30:87:D9:B2:38:**,30:87:D9:F1:FC:**,30:87:D9:B1:89:**,30:87:D9:B2:06:**,30:87:D9:31:81:**,30:87:D9:F1:82:**,30:87:D9:71:7D:**,00:24:6C:2D:1A:**,30:87:D9:31:59:**,30:87:D9:71:72:**,30:87:D9:F1:54:**,30:87:D9:31:89:**,30:87:D9:71:89:**,30:87:D9:71:97:**,30:87:D9:F1:7C:**,30:87:D9:71:9A:**,30:87:D9:71:76:**,30:87:D9:31:FC:**,30:87:D9:31:72:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:31:76:**,30:87:D9:71:95:**,30:87:D9:F1:81:**,30:87:D9:72:38:**,30:87:D9:31:9A:**,30:87:D9:71:99:**,30:87:D9:72:06:**,30:87:D9:31:F0:**,30:87:D9:F1:7F:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:B1:99:**,30:87:D9:B1:76:**,34:97:F6:6B:EB:**,30:87:D9:B1:F0:**,30:87:D9:31:7C:**,30:87:D9:31:7D:**,30:87:D9:B1:95:**,30:87:D9:71:7F:**,30:87:D9:F1:9A:**,B0:6E:BF:3B:A8:**,30:87:D9:32:38:**
1662467831.269626,-67,-68,-100,-100,-100,-80,-100,-100,-77,-100,-64,-100,-76,-100,-100,-79,-77,-100,-71,-70,-100,-100,-100,-100,-69,-100,-100,-64,-100,-100,-63,-77,-100,-100,-100,-100,-72,-63,-100,-100,-74,-100,-78,-69,-77,-72,-76,-100,-100,-100,-100,-75,-76,-65,-100,-100,-67,-100,-100,-69,-100,-68,-100,-77,-73,-100,-45,-69,-100,-100,-79,-100,-100,-66,-100,-100,-100,-76,-100,-100,-100,-68,-73
1662467832.269725,-71,-100,-100,-79,-100,-79,-78,-100,-100,-100,-77,-100,-100,-100,-100,-80,-79,-100,-74,-100,-100,-100,-100,-100,-58,-100,-100,-77,-100,-100,-77,-100,-77,-100,-100,-100,-65,-76,-82,-100,-65,-100,-77,-58,-100,-78,-100,-100,-100,-100,-100,-79,-78,-78,-100,-100,-69,-100,-100,-57,-100,-71,-100,-100,-66,-100,-40,-58,-81,-100,-77,-100,-100,-72,-70,-79,-100,-100,-100,-100,-100,-82,-66
1662467833.269212,-55,-100,-100,-81,-100,-78,-80,-100,-80,-100,-100,-78,-68,-100,-80,-78,-100,-100,-100,-100,-100,-74,-100,-100,-71,-100,-100,-74,-80,-100,-77,-70,-100,-100,-100,-100,-100,-74,-100,-100,-100,-76,-77,-75,-80,-100,-71,-100,-100,-100,-100,-76,-77,-73,-100,-100,-55,-100,-100,-74,-100,-55,-79,-78,-100,-100,-45,-74,-79,-100,-78,-100,-100,-56,-100,-77,-100,-70,-75,-100,-100,-100,-100
1662467834.269411,-55,-100,-100,-81,-100,-78,-77,-100,-80,-100,-100,-78,-64,-72,-80,-78,-100,-100,-100,-100,-100,-74,-100,-100,-79,-100,-100,-73,-78,-100,-74,-64,-78,-100,-100,-100,-100,-73,-100,-100,-100,-76,-77,-75,-79,-100,-65,-100,-100,-100,-100,-76,-77,-73,-100,-100,-54,-71,-100,-75,-100,-55,-79,-78,-100,-100,-45,-75,-79,-100,-78,-100,-100,-55,-100,-77,-100,-72,-75,-100,-100,-100,-100
1662467835.269551,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-73,-73,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-75,-100,-100,-74,-75,-100,-74,-74,-75,-100,-100,-100,-100,-76,-80,-100,-100,-70,-100,-76,-100,-100,-73,-100,-100,-100,-100,-100,-100,-75,-100,-100,-58,-73,-100,-79,-100,-60,-76,-100,-100,-100,-45,-79,-100,-100,-100,-78,-100,-59,-100,-100,-100,-72,-77,-100,-100,-76,-100
1662467836.269644,-56,-100,-100,-81,-100,-78,-77,-100,-80,-100,-100,-78,-72,-72,-80,-78,-100,-100,-100,-100,-100,-74,-100,-100,-79,-100,-100,-73,-78,-100,-74,-71,-78,-100,-100,-100,-100,-73,-100,-100,-100,-76,-77,-75,-79,-100,-70,-100,-100,-100,-100,-76,-77,-73,-100,-100,-57,-71,-100,-75,-100,-56,-79,-78,-100,-100,-45,-75,-79,-100,-78,-100,-100,-55,-100,-77,-100,-72,-75,-100,-100,-100,-100
1662467837.269472,-77,-77,-100,-79,-100,-100,-78,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-59,-100,-100,-68,-100,-100,-67,-100,-78,-100,-100,-100,-66,-67,-82,-100,-67,-100,-75,-60,-100,-77,-100,-100,-100,-100,-100,-76,-75,-67,-100,-100,-76,-100,-100,-59,-100,-76,-100,-100,-73,-100,-40,-59,-81,-100,-76,-100,-100,-76,-81,-79,-100,-100,-100,-100,-100,-81,-74
1662467838.269448,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-68,-100,-100,-68,-69,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-78,-78,-100,-100,-69,-100,-100,-100,-100,-76,-78,-79,-100,-100,-52,-100,-100,-79,-100,-54,-100,-100,-100,-100,-45,-77,-100,-100,-78,-100,-100,-53,-100,-100,-100,-70,-100,-100,-100,-100,-100
1662467839.269943,-65,-74,-64,-100,-72,-78,-100,-78,-76,-74,-73,-100,-100,-100,-78,-77,-100,-75,-85,-100,-87,-100,-72,-100,-62,-39,-81,-68,-100,-100,-67,-100,-78,-79,-77,-87,-69,-69,-74,-100,-67,-100,-76,-62,-75,-75,-100,-57,-74,-64,-71,-77,-77,-68,-40,-57,-66,-100,-100,-68,-44,-65,-100,-76,-73,-57,-49,-68,-100,-51,-76,-100,-100,-68,-81,-100,-44,-100,-100,-52,-57,-81,-67
1662467840.269918,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-72,-73,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-75,-100,-100,-74,-75,-100,-73,-72,-75,-100,-100,-100,-100,-76,-80,-100,-100,-72,-100,-76,-100,-100,-72,-100,-100,-100,-100,-100,-100,-75,-100,-100,-58,-72,-100,-79,-100,-59,-76,-100,-100,-100,-45,-79,-100,-100,-100,-100,-100,-59,-100,-100,-100,-72,-77,-100,-100,-76,-100
1662467841.269804,-60,-100,-100,-79,-100,-100,-100,-100,-78,-100,-71,-79,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-73,-100,-100,-72,-76,-100,-100,-100,-100,-76,-65,-78,-100,-77,-100,-100,-70,-78,-100,-77,-100,-100,-100,-100,-100,-100,-64,-100,-100,-60,-100,-100,-69,-100,-60,-100,-78,-76,-100,-45,-71,-77,-100,-100,-100,-100,-59,-100,-100,-100,-77,-100,-78,-100,-78,-77
1662467842.269464,-70,-75,-100,-79,-100,-100,-78,-100,-76,-100,-74,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-65,-100,-100,-63,-100,-100,-64,-100,-78,-100,-100,-100,-67,-65,-74,-100,-69,-100,-75,-64,-75,-78,-100,-100,-100,-100,-100,-75,-75,-64,-100,-100,-72,-100,-100,-64,-100,-66,-100,-76,-68,-100,-40,-63,-81,-100,-74,-100,-100,-71,-77,-100,-100,-100,-100,-100,-100,-77,-70
1662467843.269302,-59,-100,-100,-79,-100,-100,-100,-100,-100,-100,-72,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-72,-100,-100,-72,-78,-100,-100,-100,-100,-100,-71,-100,-79,-100,-100,-100,-71,-100,-100,-79,-100,-100,-100,-100,-100,-100,-72,-100,-100,-59,-100,-100,-71,-100,-60,-100,-100,-100,-100,-45,-71,-100,-79,-100,-78,-100,-59,-100,-100,-100,-78,-100,-78,-100,-77,-100
1662467844.269515,-62,-68,-64,-100,-72,-80,-100,-78,-100,-74,-77,-100,-100,-100,-78,-79,-77,-75,-78,-70,-87,-100,-72,-100,-60,-39,-81,-65,-100,-100,-77,-100,-100,-79,-77,-87,-65,-65,-100,-100,-64,-100,-76,-61,-100,-72,-77,-57,-74,-64,-71,-73,-76,-63,-40,-57,-65,-100,-100,-67,-44,-66,-100,-80,-72,-57,-45,-67,-100,-51,-76,-100,-100,-65,-81,-100,-44,-76,-100,-52,-57,-78,-61
1662467845.269665,-58,-100,-100,-100,-100,-100,-77,-100,-78,-100,-69,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-64,-100,-100,-63,-78,-100,-100,-100,-100,-76,-64,-78,-100,-77,-100,-76,-69,-78,-100,-77,-100,-100,-100,-100,-77,-74,-63,-100,-100,-57,-100,-100,-68,-100,-59,-100,-78,-76,-100,-45,-70,-77,-100,-76,-100,-100,-59,-100,-77,-100,-78,-100,-100,-100,-78,-77
1662467846.269373,-57,-100,-100,-78,-100,-100,-77,-100,-100,-100,-100,-77,-64,-72,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-75,-100,-100,-72,-74,-100,-73,-65,-78,-100,-100,-100,-100,-73,-100,-100,-100,-72,-100,-76,-100,-100,-63,-100,-100,-100,-100,-100,-100,-74,-100,-100,-56,-69,-100,-75,-100,-57,-76,-100,-100,-100,-45,-79,-78,-100,-100,-100,-100,-56,-100,-78,-100,-64,-76,-100,-100,-74,-100
1662467847.269817,-50,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-78,-100,-100,-79,-100,-47,-79,-61,-100,-85,-100,-80,-100,-77,-100,-100,-100,-100,-73,-80,-100,-100,-67,-86,-100,-61,-100,-73,-72,-79,-100,-81,-57,-100,-61,-100,-52,-49,-100,-100,-100,-100,-55,-77,-100,-100,-73,-100,-48,-50,-100,-100,-52,-67,-100,-71,-100,-100,-100
1662467848.269819,-58,-100,-100,-78,-100,-100,-77,-100,-100,-100,-100,-78,-74,-72,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-73,-77,-100,-72,-66,-79,-100,-100,-100,-100,-74,-100,-100,-100,-70,-100,-75,-100,-100,-74,-100,-100,-100,-100,-100,-100,-73,-100,-100,-58,-69,-100,-78,-100,-57,-78,-100,-100,-100,-45,-79,-78,-100,-100,-100,-100,-57,-100,-78,-100,-74,-75,-100,-100,-74,-100
1662467849.269920,-59,-100,-100,-79,-100,-100,-100,-100,-78,-100,-72,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-64,-100,-100,-63,-77,-100,-100,-100,-100,-76,-65,-78,-100,-77,-100,-100,-70,-78,-100,-79,-100,-100,-100,-100,-100,-100,-65,-100,-100,-58,-100,-100,-70,-100,-60,-100,-78,-76,-100,-45,-71,-77,-100,-100,-100,-100,-59,-100,-100,-100,-76,-100,-78,-100,-78,-77
1662467850.269860,-72,-100,-100,-79,-100,-79,-78,-100,-100,-100,-77,-100,-100,-100,-100,-80,-100,-100,-74,-75,-100,-100,-100,-100,-55,-100,-100,-77,-100,-100,-77,-100,-77,-100,-100,-100,-65,-77,-82,-100,-77,-100,-75,-56,-100,-73,-100,-100,-100,-100,-100,-76,-75,-75,-100,-100,-73,-100,-100,-56,-100,-71,-100,-100,-64,-100,-40,-56,-81,-100,-77,-100,-100,-72,-70,-79,-100,-100,-100,-100,-100,-82,-75
1662467851.269409,-57,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-77,-100,-68,-71,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-78,-80,-77,-100,-71,-100,-100,-100,-100,-77,-78,-81,-100,-100,-56,-100,-100,-78,-100,-57,-100,-78,-100,-100,-45,-80,-77,-100,-79,-100,-100,-56,-100,-100,-100,-71,-100,-100,-100,-100,-100
1662467852.269303,-58,-100,-100,-78,-100,-100,-77,-100,-100,-100,-100,-77,-74,-72,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-72,-74,-100,-72,-64,-79,-100,-100,-100,-100,-76,-100,-100,-100,-72,-100,-75,-100,-100,-67,-100,-100,-100,-100,-100,-100,-74,-100,-100,-59,-69,-100,-75,-100,-59,-73,-100,-100,-100,-45,-79,-78,-100,-100,-100,-100,-59,-100,-78,-100,-73,-76,-100,-100,-74,-100
1662467853.269476,-65,-100,-100,-79,-100,-100,-100,-100,-100,-100,-72,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-72,-100,-100,-73,-72,-74,-100,-100,-100,-100,-70,-80,-79,-100,-100,-100,-69,-100,-100,-73,-100,-100,-100,-100,-100,-100,-72,-100,-100,-64,-100,-100,-74,-100,-66,-100,-100,-100,-100,-45,-72,-100,-79,-100,-78,-100,-65,-100,-100,-100,-72,-100,-78,-100,-80,-100
1662467854.269483,-73,-74,-64,-100,-72,-78,-100,-78,-76,-74,-76,-100,-100,-100,-78,-77,-100,-75,-85,-100,-87,-100,-72,-100,-64,-39,-81,-69,-100,-100,-68,-100,-100,-79,-77,-87,-74,-69,-74,-100,-75,-100,-76,-65,-75,-75,-100,-57,-74,-64,-71,-77,-78,-67,-40,-57,-70,-100,-100,-71,-44,-73,-100,-80,-76,-57,-49,-68,-100,-51,-76,-100,-100,-71,-81,-100,-44,-100,-100,-52,-57,-81,-75
1662467855.269872,-67,-100,-100,-78,-100,-100,-77,-100,-77,-100,-62,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-63,-100,-100,-63,-75,-100,-100,-100,-100,-72,-75,-100,-100,-73,-100,-76,-66,-77,-100,-78,-100,-100,-100,-100,-76,-73,-64,-100,-100,-68,-100,-100,-66,-100,-69,-100,-77,-72,-100,-45,-66,-77,-100,-76,-100,-100,-69,-100,-78,-100,-77,-100,-100,-100,-77,-64
1662467856.270991,-65,-79,-100,-79,-100,-100,-78,-100,-76,-100,-74,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-63,-100,-100,-67,-100,-100,-72,-100,-78,-100,-100,-100,-66,-72,-74,-100,-73,-100,-75,-63,-75,-78,-100,-100,-100,-100,-100,-75,-75,-71,-100,-100,-67,-100,-100,-64,-100,-66,-100,-76,-74,-100,-40,-65,-81,-100,-74,-100,-100,-68,-81,-79,-100,-100,-100,-100,-100,-77,-70
1662467857.269772,-54,-100,-100,-81,-100,-100,-80,-100,-80,-100,-100,-78,-71,-100,-80,-78,-100,-100,-100,-100,-100,-74,-100,-100,-73,-100,-100,-74,-80,-100,-77,-70,-100,-100,-100,-100,-100,-74,-100,-100,-100,-76,-77,-75,-80,-100,-70,-100,-100,-100,-100,-76,-77,-73,-100,-100,-54,-100,-100,-73,-100,-54,-79,-79,-100,-100,-45,-69,-100,-100,-78,-100,-100,-55,-100,-100,-100,-71,-75,-100,-100,-100,-100
1662467858.269708,-74,-77,-100,-79,-100,-100,-78,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-60,-100,-100,-74,-100,-100,-77,-100,-78,-100,-100,-100,-66,-74,-82,-100,-67,-100,-75,-60,-100,-73,-100,-100,-100,-100,-100,-76,-75,-75,-100,-100,-77,-100,-100,-60,-100,-77,-100,-100,-66,-100,-40,-61,-81,-100,-76,-100,-100,-77,-81,-79,-100,-100,-100,-100,-100,-81,-68
1662467859.269332,-48,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-100,-100,-100,-80,-100,-47,-78,-61,-100,-85,-100,-80,-100,-78,-100,-100,-100,-100,-73,-100,-100,-100,-67,-86,-100,-61,-100,-72,-74,-77,-100,-81,-56,-100,-61,-100,-52,-48,-100,-100,-100,-100,-55,-100,-100,-100,-74,-100,-48,-49,-100,-100,-52,-67,-100,-71,-100,-100,-100
1662467860.269279,-55,-100,-100,-81,-100,-100,-80,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-74,-80,-100,-77,-68,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-80,-78,-80,-100,-69,-100,-100,-100,-100,-79,-78,-73,-100,-100,-56,-100,-100,-79,-100,-54,-100,-79,-100,-100,-45,-75,-100,-100,-78,-100,-100,-55,-100,-100,-100,-70,-100,-100,-100,-100,-100
1662467861.269646,-67,-74,-64,-100,-72,-78,-100,-78,-76,-74,-74,-100,-100,-100,-78,-79,-100,-75,-81,-78,-87,-100,-72,-100,-61,-39,-81,-67,-100,-100,-68,-100,-78,-79,-77,-87,-70,-69,-74,-100,-72,-100,-76,-62,-75,-75,-100,-57,-74,-64,-71,-77,-77,-67,-40,-57,-67,-100,-100,-68,-44,-69,-100,-76,-75,-57,-49,-67,-100,-51,-76,-100,-100,-68,-81,-100,-44,-100,-100,-52,-57,-81,-72
1662467862.269721,-59,-100,-100,-79,-100,-100,-100,-100,-100,-100,-72,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-72,-100,-100,-72,-77,-100,-100,-100,-100,-100,-71,-100,-79,-100,-100,-100,-68,-100,-100,-75,-100,-100,-100,-100,-100,-100,-72,-100,-100,-59,-100,-100,-70,-100,-60,-100,-100,-100,-100,-45,-70,-100,-79,-100,-75,-100,-59,-100,-100,-100,-76,-100,-78,-100,-77,-100
1662467863.269389,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-73,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-65,-100,-100,-65,-72,-74,-100,-100,-100,-100,-65,-80,-79,-100,-63,-100,-69,-100,-100,-73,-100,-100,-100,-100,-100,-100,-64,-100,-100,-62,-69,-100,-79,-100,-61,-100,-100,-100,-100,-45,-72,-100,-79,-100,-78,-100,-62,-100,-100,-100,-72,-100,-78,-100,-80,-100
1662467864.269633,-71,-100,-100,-79,-100,-100,-77,-100,-78,-100,-68,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-65,-100,-100,-62,-78,-100,-100,-100,-100,-80,-62,-78,-100,-79,-100,-76,-71,-78,-100,-80,-100,-100,-100,-100,-77,-74,-61,-100,-100,-70,-100,-100,-69,-100,-69,-100,-78,-67,-100,-45,-69,-79,-100,-76,-100,-100,-71,-100,-77,-100,-76,-100,-100,-100,-82,-68
1662467865.269588,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-69,-100,-100,-69,-64,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-78,-80,-100,-100,-64,-100,-100,-100,-100,-78,-79,-68,-100,-100,-56,-100,-100,-79,-100,-56,-100,-100,-100,-100,-45,-77,-100,-100,-79,-100,-100,-58,-100,-100,-100,-64,-100,-100,-100,-100,-100
1662467866.269804,-51,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-78,-100,-100,-79,-100,-47,-79,-61,-100,-85,-100,-80,-100,-77,-100,-100,-100,-100,-73,-80,-100,-100,-67,-86,-100,-61,-100,-73,-68,-79,-100,-81,-57,-100,-61,-100,-52,-51,-100,-100,-100,-100,-55,-77,-100,-100,-68,-100,-48,-51,-100,-100,-52,-67,-100,-71,-100,-100,-100
1662467867.269867,-60,-100,-100,-79,-100,-100,-100,-100,-100,-100,-72,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-73,-100,-100,-73,-78,-100,-100,-100,-100,-100,-72,-100,-79,-100,-100,-100,-69,-100,-100,-79,-100,-100,-100,-100,-100,-100,-73,-100,-100,-60,-100,-100,-70,-100,-61,-100,-100,-100,-100,-45,-69,-100,-79,-100,-78,-100,-60,-100,-100,-100,-78,-100,-78,-100,-77,-100
1662467868.269316,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-75,-62,-73,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-75,-100,-100,-70,-77,-100,-77,-66,-75,-100,-100,-100,-100,-71,-80,-79,-100,-77,-100,-76,-100,-100,-64,-100,-100,-100,-100,-100,-100,-71,-100,-100,-58,-75,-100,-79,-100,-58,-76,-100,-100,-100,-45,-72,-100,-79,-100,-78,-100,-59,-100,-100,-100,-65,-77,-78,-100,-76,-100
1662467869.269703,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-68,-100,-100,-79,-70,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-78,-78,-100,-100,-69,-100,-100,-100,-100,-76,-77,-68,-100,-100,-54,-100,-100,-79,-100,-54,-100,-100,-100,-100,-45,-77,-100,-100,-78,-100,-100,-54,-100,-100,-100,-70,-100,-100,-100,-100,-100
1662467870.269580,-66,-74,-64,-100,-72,-78,-100,-78,-76,-74,-73,-100,-100,-100,-78,-77,-100,-75,-85,-100,-87,-100,-72,-100,-64,-39,-81,-67,-100,-100,-68,-100,-100,-79,-77,-87,-74,-69,-74,-100,-75,-100,-76,-65,-75,-75,-100,-57,-74,-64,-71,-77,-78,-66,-40,-57,-65,-100,-100,-68,-44,-66,-100,-76,-76,-57,-49,-68,-100,-51,-76,-100,-100,-66,-81,-100,-44,-100,-100,-52,-57,-81,-75
1662467871.269530,-56,-100,-100,-81,-100,-100,-80,-100,-80,-100,-100,-100,-69,-100,-80,-78,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-74,-80,-100,-77,-69,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-77,-75,-80,-100,-69,-100,-100,-100,-100,-76,-77,-73,-100,-100,-56,-100,-100,-79,-100,-57,-79,-79,-100,-100,-45,-75,-100,-100,-78,-100,-100,-56,-100,-100,-100,-62,-100,-100,-100,-100,-100
1662467872.269383,-47,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-100,-100,-100,-80,-100,-47,-78,-61,-100,-85,-100,-80,-100,-78,-100,-100,-100,-100,-72,-100,-100,-100,-67,-86,-100,-61,-100,-72,-72,-77,-100,-81,-56,-100,-61,-100,-52,-46,-100,-100,-100,-100,-55,-100,-100,-100,-74,-100,-48,-46,-100,-100,-52,-67,-100,-71,-100,-100,-100
1662467873.270427,-66,-68,-100,-100,-100,-80,-100,-100,-77,-100,-64,-100,-78,-100,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-72,-100,-100,-62,-75,-100,-100,-100,-100,-68,-63,-100,-100,-69,-100,-75,-68,-77,-72,-78,-100,-100,-100,-100,-76,-76,-74,-100,-100,-66,-100,-100,-67,-100,-64,-100,-77,-67,-100,-45,-68,-77,-100,-76,-100,-100,-64,-100,-100,-100,-77,-100,-100,-100,-76,-66
1662467874.270289,-53,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-79,-100,-100,-81,-66,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-78,-78,-77,-100,-67,-100,-100,-100,-100,-79,-77,-67,-100,-100,-53,-81,-100,-76,-100,-54,-100,-78,-100,-100,-45,-76,-77,-100,-78,-100,-100,-54,-100,-100,-100,-66,-100,-100,-100,-100,-100
1662467875.270502,-55,-100,-100,-81,-100,-78,-77,-100,-80,-100,-100,-78,-63,-72,-80,-78,-100,-100,-100,-100,-100,-74,-100,-100,-79,-100,-100,-73,-78,-100,-74,-62,-78,-100,-100,-100,-100,-73,-100,-100,-100,-76,-77,-75,-79,-100,-62,-100,-100,-100,-100,-100,-77,-74,-100,-100,-55,-71,-100,-75,-100,-55,-79,-78,-100,-100,-45,-75,-79,-100,-100,-100,-100,-54,-100,-77,-100,-63,-75,-100,-100,-100,-100
1662467876.269935,-59,-100,-100,-79,-100,-100,-100,-100,-100,-100,-72,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-64,-100,-100,-72,-77,-100,-100,-100,-100,-100,-71,-100,-79,-100,-100,-100,-69,-100,-100,-75,-100,-100,-100,-100,-100,-100,-70,-100,-100,-59,-100,-100,-70,-100,-57,-100,-100,-100,-100,-45,-70,-100,-79,-100,-75,-100,-59,-100,-100,-100,-76,-100,-78,-100,-77,-100
1662467877.270193,-50,-100,-100,-100,-47,-100,-100,-100,-100,-100,-74,-100,-61,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-100,-100,-100,-79,-100,-47,-79,-61,-100,-85,-100,-80,-100,-77,-100,-100,-100,-100,-71,-80,-100,-100,-67,-86,-100,-61,-100,-67,-72,-79,-100,-81,-57,-100,-61,-100,-52,-50,-100,-100,-100,-100,-55,-77,-100,-100,-72,-100,-48,-49,-100,-100,-52,-67,-100,-71,-100,-100,-100
1662467878.270129,-56,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-80,-77,-100,-68,-65,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-78,-78,-77,-100,-64,-100,-100,-100,-100,-100,-77,-79,-100,-100,-55,-81,-100,-76,-100,-55,-100,-78,-100,-100,-45,-76,-77,-100,-78,-100,-100,-57,-100,-100,-100,-65,-100,-100,-100,-100,-100
1662467879.269852,-58,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-67,-77,-100,-68,-64,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-78,-77,-77,-100,-65,-100,-100,-100,-100,-100,-81,-80,-100,-100,-56,-81,-100,-76,-100,-56,-100,-78,-100,-100,-45,-81,-77,-100,-79,-100,-100,-59,-100,-100,-100,-64,-100,-100,-100,-100,-100
