timestamp,30:87:D9:71:54:**,30:87:D9:F1:76:**,30:87:D9:B1:82:**,78:D2:94:7F:EB:**,30:87:D9:71:F0:**,30:87:D9:71:61:**,00:24:6C:26:89:**,00:24:6C:26:87:**,30:87:D9:F1:F0:**,30:87:D9:31:77:**,30:87:D9:B1:55:**,30:87:D9:B1:81:**,30:87:D9:B1:77:**,30:87:D9:31:95:**,30:87:D9:B1:5B:**,30:87:D9:71:FC:**,30:87:D9:B1:5C:**,30:87:D9:71:59:**,30:87:D9:31:82:**,30:87:D9:71:82:**,30:87:D9:31:55:**,30:87:D9:B1:FC:**,30:87:D9:B1:54:**,30:87:D9:71:5C:**,30:87:D9:F2:06:**,08:36:C9:8E:F4:**,30:87:D9:F1:59:**,30:87:D9:F1:95:**,30:87:D9:F1:99:**,30:87:D9:B1:7D:**,30:87:D9:71:58:**,30:87:D9:71:77:**,30:87:D9:F1:5B:**,30:87:D9:71:55:**,30:87:D9:F1:7D:**,30:87:D9:71:81:**,30:87:D9:B1:7F:**,30:87:D9:F1:FC:**,30:87:D9:B1:89:**,A8:5E:45:1B:B8:**,30:87:D9:B2:06:**,30:87:D9:31:81:**,30:87:D9:F1:82:**,30:87:D9:71:7D:**,00:24:6C:2D:1A:**,30:87:D9:31:5B:**,30:87:D9:31:59:**,30:87:D9:71:72:**,30:87:D9:31:99:**,30:87:D9:31:89:**,30:87:D9:71:89:**,30:87:D9:71:9A:**,30:87:D9:71:76:**,30:87:D9:31:FC:**,30:87:D9:31:72:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:31:76:**,30:87:D9:71:95:**,30:87:D9:F1:81:**,30:87:D9:31:9A:**,30:87:D9:71:99:**,30:87:D9:72:06:**,30:87:D9:F1:7F:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:B1:99:**,30:87:D9:B1:76:**,34:97:F6:6B:EB:**,30:87:D9:B1:F0:**,30:87:D9:31:7C:**,30:87:D9:31:7D:**,30:87:D9:31:5C:**,30:87:D9:B1:95:**,30:87:D9:B1:9A:**,30:87:D9:B1:59:**,30:87:D9:71:5B:**,30:87:D9:71:7F:**,30:87:D9:F1:9A:**
1662477079.541143,-80,-53,-100,-89,-77,-60,-100,-77,-77,-83,-89,-77,-84,-75,-100,-69,-84,-100,-100,-100,-89,-66,-80,-84,-79,-88,-79,-76,-33,-73,-75,-84,-100,-88,-73,-79,-78,-69,-100,-76,-78,-81,-100,-73,-75,-100,-100,-60,-39,-77,-100,-73,-58,-68,-59,-81,-48,-60,-77,-78,-76,-52,-77,-79,-79,-75,-39,-60,-100,-78,-43,-74,-84,-75,-76,-100,-100,-76,-74
1662477080.541133,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-71,-78,-100,-100,-100,-100,-64,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-77,-100,-100,-75,-100,-64,-76,-100,-100,-52,-100,-100,-100,-40,-78,-74,-60,-54,-100,-100,-64,-100,-54,-100,-77,-60,-41,-64,-100,-78,-100,-41,-55,-100,-100,-100,-100,-100,-100,-62,-100,-100,-53,-61
1662477081.540542,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-69,-100,-100,-100,-100,-100,-69,-100,-100,-77,-100,-100,-78,-33,-100,-100,-100,-100,-100,-100,-100,-80,-69,-77,-100,-80,-100,-100,-100,-73,-100,-100,-100,-33,-79,-79,-78,-52,-69,-100,-76,-100,-53,-76,-100,-78,-39,-79,-78,-79,-100,-34,-53,-100,-100,-100,-100,-100,-81,-78,-81,-100,-78,-77
1662477082.540706,-100,-39,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-74,-100,-79,-100,-81,-100,-100,-100,-78,-100,-100,-79,-100,-100,-100,-38,-100,-100,-100,-100,-100,-100,-100,-73,-80,-77,-100,-76,-100,-100,-100,-73,-100,-100,-100,-38,-77,-79,-74,-40,-80,-100,-77,-100,-40,-100,-81,-74,-41,-77,-73,-77,-80,-38,-40,-100,-100,-100,-100,-100,-75,-75,-100,-100,-71,-73
1662477083.540779,-80,-53,-100,-89,-77,-60,-100,-77,-77,-83,-89,-77,-84,-75,-100,-71,-84,-100,-100,-100,-89,-70,-80,-84,-79,-88,-79,-76,-34,-73,-75,-84,-100,-88,-73,-79,-78,-69,-81,-76,-78,-81,-100,-73,-76,-100,-100,-60,-39,-78,-78,-73,-58,-68,-59,-100,-48,-60,-77,-78,-79,-52,-77,-78,-79,-75,-39,-60,-100,-78,-43,-74,-84,-75,-76,-100,-100,-76,-78
1662477084.540989,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-81,-100,-100,-100,-48,-81,-68,-100,-64,-100,-100,-100,-100,-65,-100,-100,-100,-47,-100,-100,-70,-100,-47,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662477085.540773,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-82,-69,-100,-100,-100,-100,-100,-69,-100,-100,-79,-100,-100,-79,-29,-100,-100,-100,-100,-100,-100,-100,-78,-68,-77,-100,-80,-100,-100,-100,-73,-82,-100,-100,-29,-79,-79,-78,-53,-69,-100,-78,-100,-54,-76,-100,-78,-37,-77,-76,-79,-100,-30,-53,-100,-100,-100,-100,-100,-79,-77,-81,-100,-78,-78
1662477086.540892,-100,-70,-68,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-74,-70,-100,-100,-100,-100,-69,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-82,-100,-100,-77,-100,-68,-81,-70,-100,-60,-100,-100,-100,-57,-78,-78,-63,-68,-100,-100,-71,-100,-68,-100,-100,-62,-57,-69,-100,-77,-100,-57,-69,-76,-100,-100,-100,-100,-100,-63,-100,-100,-53,-58
1662477087.541138,-100,-52,-100,-100,-100,-100,-80,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-79,-100,-100,-75,-100,-64,-82,-100,-100,-68,-100,-100,-100,-45,-75,-75,-72,-65,-100,-100,-66,-100,-53,-100,-75,-70,-45,-65,-100,-75,-100,-44,-65,-100,-100,-100,-100,-100,-100,-70,-100,-100,-53,-70
1662477088.540766,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-71,-78,-100,-100,-100,-100,-68,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-71,-100,-100,-73,-100,-68,-71,-100,-100,-60,-100,-100,-100,-47,-75,-72,-65,-56,-100,-100,-68,-100,-56,-100,-72,-63,-47,-69,-100,-71,-100,-48,-56,-100,-100,-100,-100,-100,-100,-63,-100,-100,-53,-61
1662477089.540773,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-80,-35,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-78,-100,-100,-100,-35,-76,-79,-81,-59,-76,-100,-100,-100,-59,-82,-100,-81,-40,-100,-100,-78,-100,-35,-58,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-82
1662477090.540988,-80,-54,-100,-89,-77,-60,-100,-77,-77,-83,-89,-77,-84,-74,-83,-69,-84,-100,-100,-100,-89,-70,-80,-84,-78,-88,-79,-76,-34,-73,-75,-84,-100,-88,-73,-79,-78,-69,-81,-76,-78,-81,-100,-73,-77,-80,-100,-60,-39,-78,-78,-73,-58,-69,-59,-79,-48,-60,-76,-78,-70,-52,-77,-76,-79,-79,-39,-60,-100,-78,-43,-74,-84,-73,-70,-100,-81,-76,-78
1662477091.540752,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-83,-100,-100,-100,-48,-73,-72,-100,-63,-100,-100,-100,-100,-64,-100,-100,-100,-46,-100,-100,-74,-100,-49,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662477092.540743,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-73,-100,-100,-100,-100,-100,-76,-100,-100,-77,-100,-82,-100,-44,-100,-100,-100,-81,-100,-100,-80,-73,-75,-75,-100,-76,-81,-100,-100,-73,-81,-100,-100,-44,-75,-76,-77,-64,-74,-100,-69,-100,-63,-100,-78,-77,-44,-75,-72,-100,-73,-44,-64,-100,-100,-100,-100,-100,-100,-73,-100,-100,-63,-75
1662477093.541422,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-73,-100,-100,-100,-100,-100,-76,-100,-100,-77,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-78,-72,-75,-100,-100,-77,-81,-100,-100,-72,-100,-100,-100,-44,-100,-100,-73,-55,-74,-100,-76,-100,-55,-100,-81,-75,-44,-76,-72,-100,-73,-43,-54,-100,-100,-100,-100,-100,-100,-76,-100,-100,-62,-75
1662477094.540707,-100,-52,-100,-100,-100,-100,-100,-78,-100,-100,-100,-77,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-79,-100,-100,-75,-100,-66,-79,-100,-100,-64,-100,-82,-100,-42,-76,-74,-59,-65,-100,-100,-66,-100,-64,-100,-77,-60,-44,-66,-100,-74,-100,-43,-53,-100,-100,-100,-100,-100,-100,-71,-100,-100,-53,-60
1662477095.541319,-100,-70,-68,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-74,-70,-100,-100,-100,-100,-56,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-82,-100,-100,-77,-100,-56,-81,-70,-100,-51,-100,-100,-100,-62,-78,-78,-49,-68,-100,-100,-55,-100,-68,-100,-100,-50,-64,-56,-100,-77,-100,-65,-69,-76,-100,-100,-100,-100,-100,-50,-100,-100,-53,-49
1662477096.540763,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-77,-70,-100,-100,-100,-100,-100,-80,-100,-100,-100,-42,-69,-68,-75,-61,-100,-100,-100,-100,-61,-100,-100,-77,-43,-100,-100,-68,-100,-42,-69,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100
1662477097.540653,-100,-71,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-82,-100,-100,-100,-52,-74,-72,-100,-71,-100,-100,-100,-100,-71,-100,-100,-100,-48,-100,-100,-74,-100,-51,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662477098.540901,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-78,-80,-100,-100,-100,-100,-66,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-74,-100,-100,-67,-100,-66,-73,-71,-100,-51,-100,-100,-100,-43,-71,-66,-69,-70,-100,-100,-67,-100,-72,-100,-100,-70,-43,-66,-100,-67,-100,-45,-70,-76,-100,-100,-100,-100,-100,-70,-100,-100,-53,-69
1662477099.540816,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-82,-69,-100,-100,-100,-100,-100,-69,-100,-100,-78,-100,-100,-76,-34,-100,-100,-100,-100,-100,-100,-100,-78,-67,-79,-100,-79,-100,-100,-100,-72,-82,-100,-100,-33,-79,-80,-78,-53,-70,-100,-78,-100,-52,-76,-100,-78,-39,-77,-79,-78,-100,-34,-52,-100,-100,-100,-100,-100,-76,-77,-100,-100,-78,-77
1662477100.540803,-100,-57,-100,-100,-100,-100,-100,-78,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-100,-71,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-78,-100,-100,-69,-100,-64,-78,-100,-100,-46,-100,-100,-100,-45,-70,-72,-61,-70,-100,-100,-69,-100,-71,-100,-79,-62,-44,-65,-100,-73,-100,-43,-71,-78,-100,-100,-100,-100,-100,-60,-100,-100,-53,-60
1662477101.540885,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-68,-100,-100,-100,-100,-100,-69,-100,-100,-79,-100,-100,-79,-28,-100,-100,-100,-100,-100,-100,-100,-77,-68,-80,-100,-80,-100,-100,-100,-72,-100,-100,-100,-29,-78,-79,-78,-55,-68,-100,-76,-100,-55,-76,-100,-77,-37,-79,-77,-80,-81,-29,-55,-100,-100,-100,-100,-100,-79,-77,-81,-100,-76,-78
1662477102.540943,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-68,-100,-100,-100,-100,-100,-69,-100,-100,-78,-100,-100,-76,-29,-100,-100,-100,-100,-100,-100,-100,-78,-68,-79,-100,-79,-100,-100,-100,-72,-82,-100,-100,-29,-77,-79,-78,-55,-69,-100,-78,-100,-56,-100,-100,-78,-37,-77,-80,-77,-80,-29,-55,-100,-100,-100,-100,-100,-76,-77,-100,-100,-77,-77
1662477103.540928,-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-78,-100,-100,-100,-100,-100,-78,-100,-100,-79,-100,-100,-100,-39,-100,-100,-100,-100,-100,-100,-80,-80,-77,-78,-100,-79,-100,-100,-100,-73,-100,-100,-100,-40,-78,-77,-76,-43,-77,-100,-78,-100,-42,-100,-100,-80,-42,-79,-82,-77,-81,-39,-42,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-75
1662477104.541122,-100,-64,-100,-100,-100,-100,-100,-78,-100,-100,-100,-74,-100,-100,-100,-73,-100,-100,-100,-100,-100,-76,-100,-100,-68,-100,-82,-100,-43,-100,-100,-100,-81,-100,-100,-80,-78,-75,-75,-100,-70,-81,-100,-100,-74,-81,-82,-100,-44,-75,-76,-67,-64,-74,-100,-69,-100,-65,-100,-72,-70,-43,-69,-76,-75,-78,-44,-65,-100,-100,-100,-100,-100,-100,-71,-100,-100,-66,-72
1662477105.541203,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-78,-72,-100,-100,-100,-80,-100,-100,-100,-72,-100,-100,-100,-44,-100,-100,-72,-56,-100,-100,-81,-100,-63,-100,-81,-73,-43,-80,-72,-100,-72,-43,-56,-100,-100,-100,-100,-100,-100,-74,-100,-100,-69,-72
1662477106.540595,-100,-50,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-74,-100,-72,-100,-81,-100,-100,-100,-78,-100,-100,-75,-100,-100,-76,-27,-100,-100,-100,-100,-100,-100,-100,-73,-75,-70,-100,-76,-100,-100,-100,-74,-100,-100,-100,-27,-78,-81,-77,-50,-70,-100,-100,-100,-50,-100,-81,-77,-36,-77,-73,-71,-80,-27,-50,-100,-100,-100,-100,-100,-75,-76,-100,-100,-71,-76
1662477107.540954,-100,-65,-71,-100,-100,-100,-100,-78,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-62,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-76,-100,-100,-75,-100,-60,-79,-71,-100,-53,-100,-100,-100,-50,-75,-75,-66,-65,-100,-100,-61,-100,-64,-100,-74,-67,-50,-62,-100,-75,-100,-50,-65,-78,-100,-100,-100,-100,-100,-66,-100,-100,-53,-55
1662477108.540623,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-80,-48,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-76,-100,-100,-100,-47,-78,-79,-79,-61,-76,-100,-100,-100,-60,-82,-100,-78,-46,-100,-100,-77,-100,-47,-60,-100,-100,-100,-100,-100,-81,-76,-100,-100,-100,-74
1662477109.540829,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-73,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-82,-100,-47,-100,-100,-100,-81,-100,-100,-80,-73,-75,-75,-100,-73,-81,-100,-100,-70,-81,-100,-100,-46,-75,-76,-74,-54,-74,-100,-69,-100,-56,-100,-76,-74,-47,-69,-72,-75,-74,-47,-55,-100,-100,-100,-100,-100,-100,-73,-100,-100,-62,-75
1662477110.540530,-100,-70,-68,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-74,-70,-100,-100,-100,-100,-58,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-80,-100,-100,-77,-100,-59,-80,-70,-100,-51,-100,-100,-100,-61,-78,-78,-51,-68,-100,-100,-59,-100,-70,-100,-100,-51,-60,-60,-100,-77,-100,-62,-69,-76,-100,-100,-100,-100,-100,-50,-100,-100,-53,-50
1662477111.540701,-100,-50,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-74,-100,-79,-100,-81,-100,-100,-100,-78,-100,-100,-75,-100,-100,-100,-26,-100,-100,-100,-100,-100,-100,-100,-73,-80,-75,-100,-76,-100,-100,-100,-73,-100,-100,-100,-26,-77,-78,-77,-50,-80,-100,-100,-100,-50,-100,-81,-76,-35,-100,-73,-79,-80,-26,-50,-100,-100,-100,-100,-100,-75,-76,-100,-100,-71,-73
1662477112.540957,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-81,-100,-78,-100,-100,-100,-100,-66,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-79,-100,-100,-75,-100,-65,-79,-100,-100,-72,-100,-100,-100,-49,-74,-74,-70,-64,-100,-100,-64,-100,-65,-100,-79,-70,-48,-63,-100,-75,-100,-48,-64,-100,-100,-100,-100,-100,-100,-70,-100,-100,-53,-70
1662477113.541115,-100,-62,-100,-100,-100,-100,-80,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-79,-100,-100,-75,-100,-65,-79,-100,-100,-70,-100,-100,-100,-40,-78,-76,-69,-62,-100,-100,-66,-100,-64,-100,-77,-69,-39,-68,-100,-75,-100,-43,-63,-100,-100,-100,-100,-100,-100,-70,-100,-100,-53,-70
1662477114.541659,-100,-65,-100,-100,-100,-100,-80,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-79,-100,-100,-75,-100,-65,-82,-100,-100,-67,-100,-100,-100,-46,-75,-75,-68,-65,-100,-100,-65,-100,-66,-100,-78,-70,-45,-66,-100,-75,-100,-45,-65,-100,-100,-100,-100,-100,-100,-60,-100,-100,-53,-70
1662477115.540990,-100,-39,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-74,-100,-79,-100,-81,-100,-100,-100,-78,-100,-100,-75,-100,-100,-100,-38,-100,-100,-100,-100,-100,-100,-100,-73,-80,-75,-100,-76,-100,-100,-100,-73,-100,-100,-100,-39,-77,-78,-77,-40,-80,-100,-100,-100,-39,-100,-81,-76,-42,-100,-73,-79,-80,-39,-40,-100,-100,-100,-100,-100,-75,-76,-100,-100,-71,-73
1662477116.541468,-100,-59,-71,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-78,-80,-100,-100,-100,-100,-58,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-77,-100,-100,-70,-100,-57,-75,-71,-100,-54,-100,-100,-100,-48,-70,-70,-59,-60,-100,-100,-57,-100,-58,-100,-74,-61,-48,-58,-100,-69,-100,-45,-60,-78,-100,-100,-100,-100,-100,-60,-100,-100,-53,-61
1662477117.540715,-100,-53,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-74,-82,-72,-100,-81,-100,-100,-100,-75,-100,-100,-78,-100,-100,-76,-33,-100,-100,-100,-100,-100,-100,-100,-73,-75,-70,-100,-79,-100,-100,-100,-74,-82,-100,-100,-33,-78,-81,-74,-55,-70,-100,-78,-100,-54,-100,-81,-76,-39,-77,-73,-71,-80,-34,-54,-100,-100,-100,-100,-100,-75,-77,-100,-100,-71,-76
1662477118.540724,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-73,-100,-100,-100,-100,-100,-76,-100,-100,-68,-100,-82,-100,-47,-100,-100,-100,-81,-100,-100,-80,-70,-75,-75,-100,-73,-81,-100,-100,-70,-81,-82,-100,-48,-75,-76,-67,-56,-74,-100,-69,-100,-55,-100,-76,-70,-47,-69,-72,-75,-70,-48,-54,-100,-100,-100,-100,-100,-100,-76,-100,-100,-62,-76
1662477119.540794,-100,-66,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-83,-100,-100,-100,-49,-72,-72,-100,-67,-100,-100,-100,-100,-63,-100,-100,-100,-47,-100,-100,-68,-100,-49,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662477120.540795,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-78,-100,-100,-100,-100,-100,-77,-100,-100,-79,-100,-100,-100,-36,-100,-100,-100,-100,-100,-100,-80,-100,-78,-77,-100,-79,-100,-100,-100,-75,-100,-100,-100,-36,-78,-79,-78,-58,-76,-100,-78,-100,-58,-100,-100,-77,-40,-79,-100,-79,-81,-36,-56,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-76
1662477121.541216,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-69,-100,-100,-100,-100,-100,-69,-100,-100,-78,-100,-100,-76,-28,-100,-100,-100,-100,-100,-100,-100,-78,-70,-79,-100,-79,-100,-100,-100,-72,-82,-100,-100,-36,-77,-79,-78,-56,-70,-100,-78,-100,-56,-100,-100,-77,-36,-77,-79,-77,-78,-27,-56,-100,-100,-100,-100,-100,-76,-77,-100,-100,-79,-76
1662477122.541049,-80,-57,-100,-89,-77,-60,-100,-77,-77,-83,-89,-77,-84,-75,-100,-71,-84,-100,-100,-100,-89,-70,-80,-84,-79,-88,-79,-76,-28,-73,-75,-84,-100,-88,-73,-79,-78,-69,-81,-76,-78,-81,-100,-73,-76,-100,-100,-60,-37,-78,-78,-73,-60,-68,-59,-100,-48,-62,-77,-78,-79,-50,-77,-78,-79,-75,-37,-62,-100,-78,-43,-74,-84,-75,-76,-100,-100,-76,-78
1662477123.540657,-100,-57,-100,-100,-100,-100,-100,-78,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-71,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-78,-100,-100,-69,-100,-69,-78,-100,-100,-45,-100,-100,-100,-52,-70,-72,-53,-70,-100,-100,-69,-100,-71,-100,-79,-54,-52,-70,-100,-73,-100,-53,-71,-78,-100,-100,-100,-100,-100,-54,-100,-100,-53,-54
1662477124.540599,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-78,-100,-100,-79,-100,-100,-100,-37,-100,-100,-100,-100,-100,-100,-100,-81,-80,-78,-100,-74,-100,-100,-100,-71,-100,-100,-100,-37,-79,-78,-76,-40,-79,-100,-78,-100,-40,-100,-100,-77,-41,-76,-82,-79,-82,-37,-40,-100,-100,-100,-100,-100,-100,-77,-100,-100,-80,-78
1662477125.540644,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-76,-100,-100,-100,-100,-100,-76,-100,-100,-79,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-80,-80,-74,-77,-100,-79,-100,-100,-100,-74,-100,-100,-100,-51,-78,-77,-78,-62,-76,-100,-78,-100,-61,-100,-100,-77,-48,-79,-100,-78,-81,-51,-62,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-79
1662477126.541011,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-72,-100,-100,-77,-100,-100,-100,-36,-100,-100,-100,-100,-100,-100,-78,-75,-71,-100,-100,-76,-100,-100,-100,-73,-100,-100,-100,-35,-100,-100,-70,-64,-72,-100,-81,-100,-63,-100,-100,-72,-35,-76,-75,-100,-75,-36,-64,-100,-100,-100,-100,-100,-100,-70,-100,-100,-71,-72
1662477127.540713,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-78,-73,-100,-100,-100,-80,-100,-100,-100,-73,-100,-100,-100,-42,-100,-100,-73,-62,-100,-100,-76,-100,-55,-100,-81,-75,-42,-77,-72,-100,-71,-43,-54,-100,-100,-100,-100,-100,-100,-73,-100,-100,-69,-74
1662477128.540927,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-81,-100,-78,-100,-100,-100,-100,-70,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-79,-100,-100,-74,-100,-70,-79,-100,-100,-65,-100,-100,-100,-45,-74,-76,-62,-52,-100,-100,-70,-100,-52,-100,-79,-60,-46,-69,-100,-75,-100,-47,-54,-100,-100,-100,-100,-100,-100,-60,-100,-100,-53,-61
1662477129.541401,-100,-62,-100,-100,-100,-100,-100,-78,-100,-100,-100,-80,-100,-100,-100,-100,-100,-82,-100,-100,-100,-74,-100,-100,-69,-100,-82,-100,-43,-100,-100,-100,-81,-100,-100,-81,-78,-76,-75,-100,-69,-80,-100,-100,-71,-81,-82,-100,-43,-75,-76,-67,-60,-74,-100,-69,-100,-62,-100,-79,-70,-43,-70,-76,-75,-78,-43,-62,-100,-100,-100,-100,-100,-100,-71,-100,-100,-66,-70
1662477130.540965,-100,-70,-68,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-74,-70,-100,-100,-100,-100,-68,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-80,-100,-100,-77,-100,-56,-80,-70,-100,-51,-100,-100,-100,-56,-78,-78,-64,-68,-100,-100,-68,-100,-68,-100,-100,-63,-57,-69,-100,-77,-100,-55,-69,-76,-100,-100,-100,-100,-100,-62,-100,-100,-53,-63
