timestamp,x,z,30:87:D9:71:54:**,30:87:D9:F1:76:**,30:87:D9:B1:82:**,78:D2:94:7F:EB:**,30:87:D9:71:F0:**,30:87:D9:71:61:**,00:24:6C:26:87:**,30:87:D9:F1:F0:**,30:87:D9:B1:55:**,30:87:D9:B1:81:**,30:87:D9:B1:77:**,30:87:D9:F1:7F:**,30:87:D9:31:7E:**,30:87:D9:F1:55:**,30:87:D9:71:7E:**,30:87:D9:F1:7E:**,30:87:D9:71:59:**,30:87:D9:31:82:**,30:87:D9:71:82:**,30:87:D9:31:55:**,30:87:D9:B1:5C:**,30:87:D9:B1:54:**,30:87:D9:71:5C:**,30:87:D9:F2:06:**,08:36:C9:8E:F4:**,30:87:D9:B1:7C:**,30:87:D9:F1:59:**,30:87:D9:B1:97:**,30:87:D9:F1:95:**,30:87:D9:F1:99:**,30:87:D9:F1:97:**,30:87:D9:B1:7E:**,30:87:D9:71:58:**,30:87:D9:71:77:**,30:87:D9:F1:82:**,30:87:D9:31:54:**,00:24:6C:2D:17:**,30:87:D9:F1:77:**,30:87:D9:71:55:**,30:87:D9:F2:38:**,30:87:D9:31:97:**,30:87:D9:71:81:**,30:87:D9:B1:7F:**,30:87:D9:B2:38:**,30:87:D9:B1:89:**,30:87:D9:B2:06:**,30:87:D9:31:81:**,00:24:6C:2D:1A:**,30:87:D9:71:72:**,30:87:D9:F1:54:**,30:87:D9:31:89:**,30:87:D9:71:89:**,30:87:D9:71:97:**,30:87:D9:F1:7C:**,30:87:D9:71:9A:**,30:87:D9:71:76:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:71:95:**,30:87:D9:F1:81:**,30:87:D9:72:38:**,30:87:D9:71:99:**,30:87:D9:72:06:**,30:87:D9:31:F0:**,30:87:D9:31:95:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:B1:99:**,30:87:D9:B1:76:**,34:97:F6:6B:EB:**,30:87:D9:B1:F0:**,30:87:D9:31:7C:**,30:87:D9:B1:95:**,30:87:D9:B1:59:**,30:87:D9:71:7F:**,30:87:D9:31:76:**,30:87:D9:32:38:**
1662468736,5.220005,20.4590187,-74,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-75,-76,-78,-71,-100,-100,-54,-100,-100,-100,-100,-100,-35,-74,-100,-100,-100,-76,-100,-53,-100,-100,-100,-100,-100,-100,-53,-100
1662468737,5.2174587,20.4586411,-100,-66,-70,-100,-77,-100,-100,-74,-100,-77,-100,-100,-77,-100,-100,-100,-100,-66,-69,-100,-100,-100,-100,-67,-100,-100,-100,-59,-80,-100,-59,-100,-100,-100,-70,-100,-100,-100,-100,-73,-57,-77,-100,-73,-70,-68,-78,-75,-100,-100,-77,-72,-58,-100,-100,-64,-68,-100,-78,-76,-73,-100,-69,-78,-78,-75,-100,-100,-66,-100,-77,-100,-79,-100,-48,-64,-72
1662468738,5.2223587,20.4605598,-100,-62,-70,-100,-100,-100,-76,-100,-100,-74,-100,-100,-100,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-63,-100,-100,-100,-72,-100,-100,-66,-79,-100,-100,-70,-100,-100,-100,-100,-70,-75,-75,-100,-72,-70,-62,-81,-68,-100,-100,-71,-72,-66,-100,-100,-63,-62,-100,-100,-80,-71,-100,-63,-100,-100,-73,-100,-100,-62,-78,-100,-100,-100,-100,-48,-63,-75
1662468739,5.2189789,20.4585476,-63,-64,-100,-100,-76,-100,-100,-77,-100,-78,-100,-100,-75,-100,-74,-100,-81,-100,-100,-100,-100,-69,-100,-67,-100,-100,-100,-69,-100,-100,-68,-76,-100,-100,-100,-68,-100,-100,-100,-68,-68,-77,-100,-76,-100,-68,-72,-70,-100,-63,-100,-100,-69,-100,-100,-63,-73,-100,-100,-77,-75,-100,-73,-77,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-48,-63,-75
1662468740,5.2243366,20.4607487,-69,-66,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-61,-100,-68,-100,-100,-100,-61,-100,-100,-61,-100,-100,-100,-100,-61,-100,-100,-100,-68,-61,-77,-100,-66,-77,-68,-76,-77,-100,-60,-100,-100,-62,-100,-100,-67,-65,-100,-100,-77,-67,-100,-66,-80,-100,-100,-100,-100,-68,-100,-100,-100,-78,-100,-48,-67,-67
1662468741,5.2241898,20.461525,-72,-64,-100,-100,-79,-100,-100,-100,-100,-75,-100,-77,-78,-100,-78,-77,-100,-100,-100,-100,-100,-72,-100,-71,-100,-100,-100,-71,-100,-100,-70,-76,-100,-100,-100,-73,-100,-100,-100,-78,-70,-77,-78,-78,-100,-70,-77,-68,-100,-70,-100,-100,-66,-100,-100,-66,-72,-100,-100,-78,-76,-41,-74,-79,-100,-100,-76,-100,-65,-100,-100,-100,-100,-100,-75,-66,-78
1662468742,5.2212639,20.4595985,-73,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-78,-100,-100,-76,-78,-100,-100,-100,-74,-100,-100,-100,-100,-76,-100,-100,-100,-69,-100,-100,-100,-100,-75,-68,-76,-76,-100,-100,-52,-76,-100,-100,-100,-100,-35,-100,-100,-100,-78,-100,-100,-54,-100,-100,-100,-100,-100,-100,-51,-100
1662468743,5.2209206,20.4591179,-72,-59,-77,-75,-77,-64,-100,-77,-76,-75,-100,-76,-80,-79,-78,-100,-81,-75,-77,-100,-68,-67,-66,-69,-87,-49,-100,-65,-100,-100,-64,-76,-72,-82,-78,-73,-100,-100,-80,-78,-75,-77,-77,-76,-100,-69,-77,-71,-60,-65,-100,-100,-64,-100,-71,-64,-69,-48,-100,-78,-78,-41,-68,-77,-100,-100,-77,-100,-58,-100,-100,-48,-100,-100,-69,-58,-75
1662468744,5.2219563,20.459343,-100,-64,-70,-100,-77,-100,-100,-74,-100,-77,-100,-100,-77,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-64,-100,-100,-100,-73,-80,-100,-75,-100,-100,-100,-70,-100,-100,-100,-100,-68,-59,-77,-100,-76,-70,-66,-78,-76,-100,-100,-77,-72,-73,-100,-100,-64,-65,-100,-78,-76,-68,-100,-65,-78,-78,-75,-100,-100,-63,-78,-77,-100,-79,-100,-48,-63,-68
1662468745,5.221241,20.4599113,-100,-72,-83,-100,-80,-80,-78,-100,-100,-79,-76,-100,-79,-100,-79,-100,-100,-81,-77,-85,-100,-69,-100,-60,-100,-52,-74,-76,-100,-76,-76,-100,-82,-100,-73,-73,-100,-79,-86,-73,-74,-79,-100,-65,-74,-64,-81,-65,-67,-100,-76,-77,-78,-53,-64,-72,-69,-56,-100,-100,-72,-67,-69,-81,-100,-74,-100,-76,-74,-100,-78,-55,-100,-74,-48,-73,-66
1662468746,5.2217369,20.4600735,-78,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-74,-75,-77,-78,-100,-100,-46,-100,-100,-100,-100,-100,-35,-100,-100,-100,-74,-100,-100,-46,-100,-100,-100,-100,-100,-100,-46,-100
1662468747,5.2220592,20.4598255,-75,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-67,-100,-100,-66,-78,-100,-100,-100,-75,-100,-100,-100,-100,-67,-100,-100,-100,-76,-76,-100,-100,-100,-75,-76,-78,-67,-100,-100,-52,-76,-100,-100,-100,-100,-35,-77,-100,-100,-76,-100,-100,-51,-100,-100,-100,-100,-100,-100,-49,-100
1662468748,5.2191906,20.4580307,-73,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-75,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-35,-78,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-53,-100
1662468749,5.2219067,20.4593678,-74,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-74,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-35,-78,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-56,-100
1662468750,5.2246075,20.4611206,-100,-72,-83,-100,-80,-80,-78,-100,-100,-79,-76,-100,-79,-100,-79,-100,-100,-81,-77,-85,-100,-69,-100,-61,-100,-52,-74,-76,-100,-76,-76,-100,-82,-100,-73,-73,-100,-79,-86,-65,-74,-79,-100,-65,-74,-62,-81,-65,-67,-100,-76,-77,-78,-53,-64,-72,-70,-56,-100,-100,-64,-67,-70,-81,-100,-74,-100,-76,-74,-100,-78,-55,-100,-74,-48,-73,-66
1662468751,5.2207737,20.4605007,-67,-58,-100,-100,-79,-100,-100,-100,-100,-75,-100,-77,-78,-100,-78,-77,-100,-100,-100,-100,-100,-66,-100,-71,-100,-100,-100,-71,-100,-100,-67,-76,-100,-100,-100,-67,-100,-100,-100,-78,-69,-77,-78,-78,-100,-70,-77,-68,-100,-65,-100,-100,-69,-100,-100,-58,-72,-100,-100,-78,-76,-41,-74,-79,-100,-100,-76,-100,-58,-100,-100,-100,-100,-100,-75,-56,-78
1662468752,5.2216606,20.4594536,-64,-64,-100,-100,-78,-100,-100,-74,-100,-78,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-66,-100,-100,-100,-72,-79,-100,-72,-100,-100,-100,-100,-64,-100,-100,-100,-67,-73,-76,-100,-68,-77,-67,-75,-75,-100,-63,-77,-100,-72,-100,-100,-64,-66,-100,-78,-80,-67,-100,-66,-77,-78,-75,-100,-100,-63,-100,-75,-100,-78,-100,-48,-64,-75
1662468753,5.2216282,20.4587784,-78,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-78,-100,-100,-100,-76,-100,-100,-100,-100,-78,-77,-77,-79,-100,-100,-50,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-50,-100,-100,-100,-100,-100,-100,-50,-100
1662468754,5.2682533,20.4524403,-76,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-74,-100,-100,-100,-100,-76,-100,-100,-100,-78,-100,-100,-100,-100,-68,-79,-78,-74,-100,-100,-53,-100,-100,-100,-100,-100,-35,-100,-100,-100,-78,-100,-100,-53,-100,-100,-100,-100,-100,-100,-52,-100
1662468755,5.4077187,20.4125443,-76,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-74,-100,-100,-100,-100,-76,-100,-100,-100,-79,-100,-100,-100,-100,-80,-76,-78,-74,-100,-100,-52,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-53,-100,-100,-100,-100,-100,-100,-52,-100
1662468756,5.5858307,20.3970222,-69,-65,-100,-100,-76,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-69,-100,-68,-100,-100,-100,-73,-100,-100,-72,-100,-100,-100,-100,-68,-100,-100,-100,-68,-73,-77,-100,-76,-100,-71,-72,-74,-100,-69,-100,-100,-73,-100,-100,-66,-70,-100,-100,-77,-75,-100,-76,-77,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-48,-65,-75
1662468757,5.797123,20.4101067,-72,-53,-100,-100,-75,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-65,-77,-100,-67,-100,-100,-100,-100,-72,-80,-100,-100,-100,-66,-100,-100,-100,-100,-77,-100,-100,-100,-72,-100,-100,-66,-100,-100,-52,-75,-100,-76,-76,-100,-41,-76,-78,-76,-100,-100,-100,-52,-100,-77,-100,-77,-80,-100,-52,-100
1662468758,6.0204201,20.38801,-100,-73,-74,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-79,-78,-100,-77,-77,-100,-100,-100,-100,-62,-100,-100,-100,-73,-100,-100,-72,-79,-100,-100,-75,-100,-100,-100,-100,-70,-68,-78,-100,-73,-75,-63,-78,-64,-100,-100,-76,-76,-69,-100,-100,-74,-61,-100,-100,-77,-72,-100,-62,-100,-100,-77,-100,-100,-74,-78,-100,-100,-100,-100,-48,-73,-71
1662468759,6.2543116,20.3865566,-72,-54,-100,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-77,-77,-100,-77,-100,-100,-100,-100,-71,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-73,-76,-78,-71,-100,-100,-54,-78,-100,-100,-100,-100,-35,-76,-78,-77,-100,-76,-100,-54,-100,-77,-100,-100,-100,-100,-53,-100
1662468760,6.4914408,20.3598824,-65,-58,-100,-100,-100,-100,-100,-100,-100,-75,-100,-77,-78,-100,-77,-76,-100,-100,-100,-100,-100,-66,-100,-70,-100,-100,-100,-67,-100,-100,-66,-78,-100,-100,-100,-72,-100,-100,-100,-78,-66,-77,-78,-78,-100,-69,-77,-74,-100,-74,-100,-100,-66,-100,-100,-59,-72,-100,-100,-78,-76,-41,-72,-100,-100,-100,-76,-100,-57,-100,-100,-100,-100,-100,-77,-58,-78
1662468761,6.7294979,20.3686543,-78,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-79,-100,-100,-100,-67,-100,-100,-100,-100,-74,-76,-76,-77,-100,-100,-46,-100,-100,-100,-100,-100,-35,-100,-100,-100,-68,-100,-100,-46,-100,-100,-100,-100,-100,-100,-46,-100
1662468762,6.9057341,20.3645897,-75,-61,-77,-75,-77,-64,-100,-77,-76,-75,-100,-76,-80,-79,-78,-100,-81,-75,-77,-100,-68,-73,-66,-69,-87,-49,-100,-66,-100,-100,-67,-77,-72,-82,-78,-76,-100,-100,-80,-76,-66,-77,-77,-78,-100,-71,-77,-70,-60,-71,-100,-100,-64,-100,-71,-65,-71,-48,-100,-78,-75,-41,-72,-77,-100,-100,-75,-100,-61,-100,-100,-48,-100,-100,-69,-61,-78
1662468763,7.1121378,20.3387756,-74,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-74,-100,-100,-100,-100,-100,-56,-74,-100,-100,-100,-100,-35,-77,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-55,-100
1662468764,7.2927742,20.3536072,-67,-52,-100,-100,-75,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-75,-100,-100,-100,-65,-77,-100,-64,-100,-100,-100,-100,-66,-80,-100,-100,-100,-67,-100,-100,-100,-100,-77,-100,-100,-100,-70,-100,-100,-65,-100,-100,-52,-75,-100,-76,-76,-100,-41,-76,-78,-76,-100,-100,-100,-52,-100,-77,-100,-77,-80,-100,-49,-100
1662468765,7.3176231,20.3631973,-76,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-74,-100,-100,-100,-100,-76,-100,-100,-100,-79,-100,-100,-100,-100,-68,-76,-78,-74,-100,-100,-53,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-52,-100,-100,-100,-100,-100,-100,-53,-100
1662468766,7.3288832,20.3566227,-65,-61,-100,-100,-79,-100,-100,-100,-100,-75,-100,-77,-77,-100,-78,-77,-100,-100,-100,-100,-100,-66,-100,-71,-100,-100,-100,-66,-100,-100,-66,-77,-100,-100,-100,-68,-100,-100,-100,-78,-67,-77,-78,-78,-100,-70,-77,-68,-100,-66,-100,-100,-66,-100,-100,-59,-70,-100,-100,-78,-76,-41,-71,-79,-100,-100,-76,-100,-59,-100,-100,-100,-100,-100,-75,-59,-78
1662468767,7.3259335,20.3576088,-74,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-75,-76,-78,-71,-100,-100,-56,-100,-100,-100,-100,-100,-35,-74,-100,-100,-100,-76,-100,-56,-100,-100,-100,-100,-100,-100,-56,-100
1662468768,7.3216362,20.3594093,-73,-57,-77,-75,-77,-64,-100,-77,-76,-75,-100,-76,-78,-79,-78,-100,-81,-75,-77,-100,-68,-66,-66,-69,-87,-49,-100,-65,-100,-100,-65,-76,-72,-82,-78,-74,-100,-100,-80,-78,-75,-77,-77,-76,-100,-69,-78,-71,-60,-66,-100,-100,-65,-100,-71,-64,-70,-48,-100,-78,-78,-41,-69,-77,-100,-100,-77,-100,-58,-100,-100,-48,-100,-100,-69,-58,-75
1662468769,7.3293047,20.3563881,-69,-53,-100,-100,-75,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-68,-77,-100,-67,-100,-100,-100,-100,-68,-80,-100,-100,-100,-75,-100,-100,-100,-100,-77,-100,-100,-100,-68,-100,-100,-67,-100,-100,-53,-75,-100,-76,-76,-100,-41,-76,-78,-75,-100,-100,-100,-52,-100,-77,-100,-77,-80,-100,-52,-100
1662468770,7.3240528,20.3569393,-71,-60,-100,-100,-79,-100,-100,-100,-100,-75,-100,-76,-77,-100,-78,-77,-100,-100,-100,-100,-100,-71,-100,-70,-100,-100,-100,-72,-100,-100,-73,-77,-100,-100,-100,-71,-100,-100,-100,-78,-66,-77,-76,-78,-100,-71,-77,-74,-100,-72,-100,-100,-66,-100,-100,-59,-71,-100,-100,-78,-76,-41,-71,-78,-100,-100,-76,-100,-59,-100,-100,-100,-100,-100,-75,-59,-78
1662468771,7.3242722,20.3587551,-74,-52,-100,-100,-78,-100,-79,-77,-100,-100,-100,-77,-78,-100,-75,-77,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-75,-75,-100,-76,-73,-100,-100,-100,-73,-80,-100,-100,-100,-66,-100,-78,-76,-100,-77,-100,-71,-100,-73,-100,-100,-76,-100,-100,-53,-75,-100,-100,-100,-77,-41,-78,-78,-80,-100,-100,-100,-53,-100,-78,-100,-100,-100,-75,-54,-78
1662468772,7.3177347,20.3614578,-75,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-74,-76,-78,-71,-100,-100,-54,-78,-100,-100,-100,-100,-35,-74,-100,-77,-100,-76,-100,-52,-100,-100,-100,-100,-100,-100,-53,-100
1662468773,7.3160915,20.3575535,-71,-63,-100,-100,-100,-100,-100,-100,-100,-75,-100,-77,-77,-100,-77,-76,-100,-100,-100,-100,-100,-71,-100,-71,-100,-100,-100,-74,-100,-100,-66,-76,-100,-100,-100,-69,-100,-100,-100,-78,-70,-77,-75,-78,-100,-69,-77,-74,-100,-72,-100,-100,-66,-100,-100,-62,-73,-100,-100,-78,-76,-41,-72,-100,-100,-100,-76,-100,-62,-100,-100,-100,-100,-100,-75,-62,-78
1662468774,7.3198071,20.3569622,-77,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-78,-100,-100,-76,-78,-100,-100,-100,-78,-100,-100,-100,-100,-76,-100,-100,-100,-69,-76,-100,-100,-100,-69,-68,-76,-76,-100,-100,-52,-76,-100,-100,-100,-100,-35,-77,-100,-100,-78,-100,-100,-51,-100,-100,-100,-100,-100,-100,-52,-100
1662468775,7.3272696,20.3560181,-72,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-71,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-73,-76,-78,-71,-100,-100,-56,-78,-100,-100,-100,-100,-35,-76,-100,-77,-100,-76,-100,-56,-100,-100,-100,-100,-100,-100,-56,-100
1662468776,7.3201513,20.359375,-100,-70,-76,-100,-80,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-78,-100,-77,-77,-100,-100,-100,-100,-59,-100,-100,-100,-67,-100,-100,-76,-100,-100,-100,-73,-100,-100,-100,-100,-73,-69,-79,-100,-72,-76,-59,-81,-75,-100,-100,-76,-75,-78,-100,-100,-69,-58,-100,-100,-100,-69,-100,-58,-81,-100,-74,-100,-100,-71,-78,-78,-100,-100,-100,-48,-70,-75
1662468777,7.320466,20.3599186,-100,-66,-70,-100,-76,-100,-100,-74,-100,-77,-100,-100,-77,-100,-100,-100,-100,-66,-69,-100,-100,-100,-100,-64,-100,-100,-100,-59,-79,-100,-58,-100,-100,-100,-70,-100,-100,-100,-100,-76,-58,-77,-100,-76,-77,-65,-78,-75,-100,-100,-77,-72,-59,-100,-100,-64,-65,-100,-78,-76,-77,-100,-64,-77,-78,-75,-100,-100,-65,-100,-75,-100,-78,-100,-48,-66,-72
1662468778,7.3283854,20.3574028,-100,-72,-78,-100,-80,-80,-100,-100,-100,-79,-100,-100,-79,-100,-79,-78,-100,-77,-77,-85,-100,-100,-100,-63,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-73,-100,-100,-100,-86,-65,-74,-79,-100,-66,-76,-63,-81,-68,-100,-100,-76,-75,-78,-100,-100,-71,-63,-100,-100,-100,-66,-100,-64,-81,-100,-74,-100,-100,-74,-78,-78,-100,-100,-100,-48,-72,-62
1662468779,7.3214674,20.3591576,-100,-66,-70,-100,-100,-100,-76,-100,-100,-74,-100,-100,-77,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-65,-100,-100,-100,-64,-100,-100,-64,-79,-100,-100,-70,-100,-100,-100,-100,-68,-62,-75,-100,-69,-70,-65,-81,-68,-100,-100,-77,-72,-64,-100,-100,-66,-65,-100,-100,-79,-67,-100,-64,-100,-100,-75,-100,-100,-66,-78,-100,-100,-100,-100,-48,-67,-69
1662468780,7.3200769,20.3595829,-100,-74,-83,-100,-80,-80,-78,-100,-100,-79,-76,-100,-79,-100,-79,-100,-100,-81,-77,-85,-100,-69,-100,-60,-100,-52,-74,-76,-100,-76,-76,-100,-82,-100,-73,-73,-100,-79,-86,-65,-74,-79,-100,-65,-74,-61,-81,-65,-67,-100,-76,-77,-78,-53,-64,-71,-69,-56,-100,-100,-65,-67,-69,-81,-100,-74,-100,-76,-70,-100,-78,-55,-100,-74,-48,-72,-66
1662468781,7.3206177,20.3601723,-63,-67,-100,-100,-76,-100,-100,-74,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-64,-100,-100,-100,-58,-79,-100,-60,-100,-100,-100,-100,-60,-100,-100,-100,-67,-59,-77,-100,-68,-77,-63,-78,-75,-100,-62,-77,-100,-60,-100,-100,-64,-63,-100,-78,-78,-67,-100,-64,-77,-78,-75,-100,-100,-66,-100,-75,-100,-78,-100,-48,-68,-66
1662468782,7.3201981,20.3601341,-100,-71,-79,-100,-100,-100,-76,-100,-100,-79,-100,-100,-100,-100,-80,-78,-100,-77,-77,-100,-100,-100,-100,-67,-100,-100,-100,-74,-100,-100,-74,-79,-100,-100,-76,-100,-100,-100,-100,-73,-73,-80,-100,-66,-74,-65,-81,-66,-100,-100,-76,-76,-74,-100,-100,-73,-65,-100,-100,-78,-73,-100,-68,-100,-100,-76,-100,-100,-72,-78,-100,-100,-100,-100,-48,-66,-66
1662468783,7.3237696,20.3582306,-76,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-74,-100,-100,-100,-100,-76,-100,-100,-100,-78,-100,-100,-100,-100,-68,-79,-78,-74,-100,-100,-54,-100,-100,-100,-100,-100,-35,-100,-100,-100,-78,-100,-100,-53,-100,-100,-100,-100,-100,-100,-52,-100
1662468784,7.3205881,20.3581543,-74,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-74,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-35,-77,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-54,-100
1662468785,7.3236074,20.3597755,-76,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-74,-100,-100,-100,-100,-76,-100,-100,-100,-79,-100,-100,-100,-100,-80,-76,-78,-74,-100,-100,-53,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-53,-100,-100,-100,-100,-100,-100,-52,-100
1662468786,7.3138781,20.3556328,-72,-61,-100,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-74,-77,-100,-76,-100,-100,-100,-100,-71,-100,-100,-100,-100,-72,-100,-77,-100,-75,-76,-100,-100,-100,-73,-76,-78,-71,-100,-100,-62,-78,-100,-76,-76,-100,-35,-76,-78,-77,-100,-76,-100,-61,-100,-77,-100,-77,-80,-100,-61,-100
1662468787,7.3216839,20.3557472,-77,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-68,-100,-100,-100,-100,-79,-77,-75,-78,-100,-100,-51,-100,-100,-100,-100,-100,-35,-100,-100,-100,-68,-100,-100,-51,-100,-100,-100,-100,-100,-100,-50,-100
