timestamp,30:87:D9:71:54:**,30:87:D9:F1:76:**,30:87:D9:B1:82:**,78:D2:94:7F:EB:**,30:87:D9:71:F0:**,30:87:D9:71:61:**,00:24:6C:26:87:**,30:87:D9:F1:F0:**,30:87:D9:B1:55:**,30:87:D9:B1:81:**,30:87:D9:B1:77:**,30:87:D9:F1:7F:**,30:87:D9:31:7E:**,30:87:D9:F1:55:**,30:87:D9:71:7E:**,30:87:D9:F1:7E:**,30:87:D9:71:59:**,30:87:D9:31:82:**,30:87:D9:71:82:**,30:87:D9:31:55:**,30:87:D9:B1:5C:**,30:87:D9:B1:54:**,30:87:D9:71:5C:**,30:87:D9:F2:06:**,08:36:C9:8E:F4:**,30:87:D9:B1:7C:**,30:87:D9:F1:59:**,30:87:D9:B1:97:**,30:87:D9:F1:95:**,30:87:D9:F1:99:**,30:87:D9:F1:97:**,30:87:D9:B1:7E:**,30:87:D9:71:58:**,30:87:D9:71:77:**,30:87:D9:F1:82:**,30:87:D9:31:54:**,00:24:6C:2D:17:**,30:87:D9:F1:77:**,30:87:D9:71:55:**,30:87:D9:F2:38:**,30:87:D9:31:97:**,30:87:D9:71:81:**,30:87:D9:B1:7F:**,30:87:D9:B2:38:**,30:87:D9:B1:89:**,30:87:D9:B2:06:**,30:87:D9:31:81:**,00:24:6C:2D:1A:**,30:87:D9:71:72:**,30:87:D9:F1:54:**,30:87:D9:31:89:**,30:87:D9:71:89:**,30:87:D9:71:97:**,30:87:D9:F1:7C:**,30:87:D9:71:9A:**,30:87:D9:71:76:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:71:95:**,30:87:D9:F1:81:**,30:87:D9:72:38:**,30:87:D9:71:99:**,30:87:D9:72:06:**,30:87:D9:31:F0:**,30:87:D9:31:95:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:B1:99:**,30:87:D9:B1:76:**,34:97:F6:6B:EB:**,30:87:D9:B1:F0:**,30:87:D9:31:7C:**,30:87:D9:B1:95:**,30:87:D9:B1:59:**,30:87:D9:71:7F:**,30:87:D9:31:76:**,30:87:D9:32:38:**
1662468719.174859,-74,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-73,-100,-100,-100,-100,-75,-100,-100,-100,-74,-100,-100,-100,-100,-71,-74,-76,-78,-100,-100,-48,-100,-100,-100,-100,-100,-35,-100,-100,-100,-75,-100,-100,-49,-100,-100,-100,-100,-100,-100,-48,-100
1662468720.174999,-72,-61,-77,-75,-77,-64,-100,-77,-76,-75,-100,-77,-80,-79,-76,-79,-100,-75,-77,-100,-68,-71,-66,-70,-87,-49,-100,-66,-100,-100,-73,-77,-72,-82,-78,-73,-100,-100,-80,-78,-72,-77,-77,-78,-100,-72,-77,-70,-60,-69,-100,-100,-73,-100,-71,-65,-71,-48,-100,-78,-76,-41,-71,-77,-100,-100,-76,-100,-61,-100,-100,-48,-100,-100,-69,-47,-78
1662468721.175079,-100,-66,-100,-100,-76,-100,-100,-74,-100,-77,-100,-100,-77,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-69,-100,-100,-100,-75,-79,-100,-77,-100,-100,-100,-70,-100,-100,-100,-100,-78,-58,-77,-100,-75,-77,-68,-78,-75,-100,-100,-77,-72,-75,-100,-100,-65,-68,-100,-78,-76,-77,-100,-70,-77,-78,-75,-100,-100,-66,-100,-75,-100,-78,-100,-48,-66,-72
1662468722.175924,-65,-53,-100,-100,-75,-100,-100,-77,-100,-100,-100,-77,-78,-100,-75,-77,-100,-100,-100,-100,-100,-65,-100,-75,-100,-100,-100,-66,-100,-100,-65,-73,-100,-100,-100,-67,-100,-100,-100,-78,-68,-100,-78,-76,-100,-74,-100,-71,-100,-66,-100,-100,-68,-100,-100,-53,-75,-100,-100,-100,-77,-41,-75,-74,-100,-100,-76,-100,-53,-100,-73,-100,-100,-100,-75,-52,-78
1662468723.175058,-72,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-71,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-73,-76,-78,-71,-100,-100,-53,-78,-100,-100,-100,-100,-35,-76,-100,-77,-100,-76,-100,-54,-100,-100,-100,-100,-100,-100,-54,-100
1662468724.174966,-100,-66,-70,-100,-77,-100,-100,-74,-100,-77,-100,-100,-77,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-67,-100,-100,-100,-58,-80,-100,-59,-100,-100,-100,-70,-100,-100,-100,-100,-68,-60,-77,-100,-76,-70,-65,-78,-76,-100,-100,-77,-72,-59,-100,-100,-68,-67,-100,-78,-76,-68,-100,-66,-78,-78,-75,-100,-100,-66,-78,-77,-100,-79,-100,-48,-65,-68
1662468725.174670,-100,-72,-74,-100,-80,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-78,-100,-75,-77,-100,-100,-100,-100,-56,-100,-100,-100,-74,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-100,-68,-73,-76,-100,-70,-74,-56,-78,-71,-100,-100,-76,-76,-73,-100,-100,-70,-57,-100,-100,-100,-72,-100,-57,-81,-100,-75,-100,-100,-71,-78,-100,-100,-100,-100,-48,-75,-69
1662468726.175061,-100,-71,-79,-100,-100,-100,-76,-100,-100,-79,-100,-100,-100,-100,-80,-100,-100,-77,-77,-100,-100,-100,-100,-64,-100,-100,-100,-74,-100,-100,-72,-79,-100,-100,-76,-100,-100,-100,-100,-71,-73,-80,-100,-70,-74,-64,-81,-66,-100,-100,-76,-76,-74,-100,-100,-70,-65,-100,-100,-78,-72,-100,-64,-100,-100,-76,-100,-100,-70,-78,-100,-100,-100,-100,-48,-70,-68
1662468727.175162,-76,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-75,-100,-100,-77,-78,-100,-100,-100,-74,-100,-100,-100,-100,-76,-100,-100,-100,-79,-100,-100,-100,-100,-68,-76,-78,-74,-100,-100,-51,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-50,-100,-100,-100,-100,-100,-100,-50,-100
1662468728.175700,-76,-57,-100,-100,-100,-64,-100,-100,-100,-75,-100,-77,-78,-100,-77,-76,-100,-100,-100,-100,-100,-73,-100,-70,-87,-49,-100,-66,-100,-100,-65,-78,-100,-100,-100,-74,-100,-100,-85,-78,-64,-77,-78,-78,-100,-72,-77,-73,-60,-67,-100,-100,-65,-100,-71,-67,-72,-48,-100,-78,-76,-41,-72,-100,-100,-100,-76,-100,-56,-100,-100,-48,-100,-100,-69,-58,-78
1662468729.174715,-74,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-74,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-35,-78,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-53,-100
1662468730.175110,-74,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-73,-100,-100,-100,-100,-75,-100,-100,-100,-68,-100,-100,-100,-100,-71,-66,-68,-78,-100,-100,-47,-100,-100,-100,-100,-100,-35,-100,-100,-100,-68,-100,-100,-46,-100,-100,-100,-100,-100,-100,-47,-100
1662468731.175889,-100,-65,-70,-100,-100,-100,-76,-100,-100,-74,-100,-100,-100,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-64,-100,-100,-100,-72,-100,-100,-66,-79,-100,-100,-70,-100,-100,-100,-100,-66,-72,-75,-100,-70,-70,-64,-81,-69,-100,-100,-71,-72,-66,-100,-100,-67,-64,-100,-100,-80,-66,-100,-64,-100,-100,-73,-100,-100,-65,-78,-100,-100,-100,-100,-48,-66,-68
1662468732.174922,-72,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-78,-100,-100,-100,-76,-100,-100,-100,-100,-77,-77,-73,-78,-100,-100,-50,-100,-100,-100,-100,-100,-35,-100,-100,-100,-76,-100,-100,-50,-100,-100,-100,-100,-100,-100,-49,-100
1662468733.174722,-100,-65,-79,-100,-100,-100,-76,-100,-100,-79,-100,-100,-100,-100,-80,-100,-100,-77,-77,-100,-100,-100,-100,-62,-100,-100,-100,-74,-100,-100,-68,-79,-100,-100,-76,-100,-100,-100,-100,-71,-66,-80,-100,-70,-74,-63,-81,-66,-100,-100,-76,-76,-66,-100,-100,-70,-62,-100,-100,-78,-72,-100,-61,-100,-100,-76,-100,-100,-63,-78,-100,-100,-100,-100,-48,-70,-68
1662468734.175026,-100,-73,-74,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-79,-78,-100,-77,-77,-100,-100,-100,-100,-62,-100,-100,-100,-73,-100,-100,-72,-79,-100,-100,-75,-100,-100,-100,-100,-70,-68,-78,-100,-73,-75,-63,-78,-63,-100,-100,-76,-76,-66,-100,-100,-74,-63,-100,-100,-77,-68,-100,-66,-100,-100,-77,-100,-100,-74,-78,-100,-100,-100,-100,-48,-73,-68
1662468735.175528,-74,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-77,-100,-100,-78,-78,-100,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-69,-100,-100,-100,-100,-75,-77,-76,-69,-100,-100,-52,-76,-100,-100,-100,-100,-35,-100,-100,-100,-78,-100,-100,-52,-100,-100,-100,-100,-100,-100,-53,-100
1662468736.174946,-74,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-75,-76,-78,-71,-100,-100,-54,-100,-100,-100,-100,-100,-35,-74,-100,-100,-100,-76,-100,-53,-100,-100,-100,-100,-100,-100,-53,-100
1662468737.175011,-100,-66,-70,-100,-77,-100,-100,-74,-100,-77,-100,-100,-77,-100,-100,-100,-100,-66,-69,-100,-100,-100,-100,-67,-100,-100,-100,-59,-80,-100,-59,-100,-100,-100,-70,-100,-100,-100,-100,-73,-57,-77,-100,-73,-70,-68,-78,-75,-100,-100,-77,-72,-58,-100,-100,-64,-68,-100,-78,-76,-73,-100,-69,-78,-78,-75,-100,-100,-66,-100,-77,-100,-79,-100,-48,-64,-72
1662468738.175015,-100,-62,-70,-100,-100,-100,-76,-100,-100,-74,-100,-100,-100,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-63,-100,-100,-100,-72,-100,-100,-66,-79,-100,-100,-70,-100,-100,-100,-100,-70,-75,-75,-100,-72,-70,-62,-81,-68,-100,-100,-71,-72,-66,-100,-100,-63,-62,-100,-100,-80,-71,-100,-63,-100,-100,-73,-100,-100,-62,-78,-100,-100,-100,-100,-48,-63,-75
1662468739.175339,-63,-64,-100,-100,-76,-100,-100,-77,-100,-78,-100,-100,-75,-100,-74,-100,-81,-100,-100,-100,-100,-69,-100,-67,-100,-100,-100,-69,-100,-100,-68,-76,-100,-100,-100,-68,-100,-100,-100,-68,-68,-77,-100,-76,-100,-68,-72,-70,-100,-63,-100,-100,-69,-100,-100,-63,-73,-100,-100,-77,-75,-100,-73,-77,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-48,-63,-75
1662468740.175216,-69,-66,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-61,-100,-68,-100,-100,-100,-61,-100,-100,-61,-100,-100,-100,-100,-61,-100,-100,-100,-68,-61,-77,-100,-66,-77,-68,-76,-77,-100,-60,-100,-100,-62,-100,-100,-67,-65,-100,-100,-77,-67,-100,-66,-80,-100,-100,-100,-100,-68,-100,-100,-100,-78,-100,-48,-67,-67
1662468741.175080,-72,-64,-100,-100,-79,-100,-100,-100,-100,-75,-100,-77,-78,-100,-78,-77,-100,-100,-100,-100,-100,-72,-100,-71,-100,-100,-100,-71,-100,-100,-70,-76,-100,-100,-100,-73,-100,-100,-100,-78,-70,-77,-78,-78,-100,-70,-77,-68,-100,-70,-100,-100,-66,-100,-100,-66,-72,-100,-100,-78,-76,-41,-74,-79,-100,-100,-76,-100,-65,-100,-100,-100,-100,-100,-75,-66,-78
1662468742.174872,-73,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-78,-100,-100,-76,-78,-100,-100,-100,-74,-100,-100,-100,-100,-76,-100,-100,-100,-69,-100,-100,-100,-100,-75,-68,-76,-76,-100,-100,-52,-76,-100,-100,-100,-100,-35,-100,-100,-100,-78,-100,-100,-54,-100,-100,-100,-100,-100,-100,-51,-100
1662468743.175162,-72,-59,-77,-75,-77,-64,-100,-77,-76,-75,-100,-76,-80,-79,-78,-100,-81,-75,-77,-100,-68,-67,-66,-69,-87,-49,-100,-65,-100,-100,-64,-76,-72,-82,-78,-73,-100,-100,-80,-78,-75,-77,-77,-76,-100,-69,-77,-71,-60,-65,-100,-100,-64,-100,-71,-64,-69,-48,-100,-78,-78,-41,-68,-77,-100,-100,-77,-100,-58,-100,-100,-48,-100,-100,-69,-58,-75
1662468744.174946,-100,-64,-70,-100,-77,-100,-100,-74,-100,-77,-100,-100,-77,-100,-80,-100,-100,-66,-69,-100,-100,-100,-100,-64,-100,-100,-100,-73,-80,-100,-75,-100,-100,-100,-70,-100,-100,-100,-100,-68,-59,-77,-100,-76,-70,-66,-78,-76,-100,-100,-77,-72,-73,-100,-100,-64,-65,-100,-78,-76,-68,-100,-65,-78,-78,-75,-100,-100,-63,-78,-77,-100,-79,-100,-48,-63,-68
1662468745.175202,-100,-72,-83,-100,-80,-80,-78,-100,-100,-79,-76,-100,-79,-100,-79,-100,-100,-81,-77,-85,-100,-69,-100,-60,-100,-52,-74,-76,-100,-76,-76,-100,-82,-100,-73,-73,-100,-79,-86,-73,-74,-79,-100,-65,-74,-64,-81,-65,-67,-100,-76,-77,-78,-53,-64,-72,-69,-56,-100,-100,-72,-67,-69,-81,-100,-74,-100,-76,-74,-100,-78,-55,-100,-74,-48,-73,-66
1662468746.174819,-78,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-74,-75,-77,-78,-100,-100,-46,-100,-100,-100,-100,-100,-35,-100,-100,-100,-74,-100,-100,-46,-100,-100,-100,-100,-100,-100,-46,-100
1662468747.175647,-75,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-67,-100,-100,-66,-78,-100,-100,-100,-75,-100,-100,-100,-100,-67,-100,-100,-100,-76,-76,-100,-100,-100,-75,-76,-78,-67,-100,-100,-52,-76,-100,-100,-100,-100,-35,-77,-100,-100,-76,-100,-100,-51,-100,-100,-100,-100,-100,-100,-49,-100
1662468748.174671,-73,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-75,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-35,-78,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-53,-100
1662468749.175754,-74,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-74,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-35,-78,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-56,-100
1662468750.175052,-100,-72,-83,-100,-80,-80,-78,-100,-100,-79,-76,-100,-79,-100,-79,-100,-100,-81,-77,-85,-100,-69,-100,-61,-100,-52,-74,-76,-100,-76,-76,-100,-82,-100,-73,-73,-100,-79,-86,-65,-74,-79,-100,-65,-74,-62,-81,-65,-67,-100,-76,-77,-78,-53,-64,-72,-70,-56,-100,-100,-64,-67,-70,-81,-100,-74,-100,-76,-74,-100,-78,-55,-100,-74,-48,-73,-66
1662468751.174873,-67,-58,-100,-100,-79,-100,-100,-100,-100,-75,-100,-77,-78,-100,-78,-77,-100,-100,-100,-100,-100,-66,-100,-71,-100,-100,-100,-71,-100,-100,-67,-76,-100,-100,-100,-67,-100,-100,-100,-78,-69,-77,-78,-78,-100,-70,-77,-68,-100,-65,-100,-100,-69,-100,-100,-58,-72,-100,-100,-78,-76,-41,-74,-79,-100,-100,-76,-100,-58,-100,-100,-100,-100,-100,-75,-56,-78
1662468752.175112,-64,-64,-100,-100,-78,-100,-100,-74,-100,-78,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-66,-100,-100,-100,-72,-79,-100,-72,-100,-100,-100,-100,-64,-100,-100,-100,-67,-73,-76,-100,-68,-77,-67,-75,-75,-100,-63,-77,-100,-72,-100,-100,-64,-66,-100,-78,-80,-67,-100,-66,-77,-78,-75,-100,-100,-63,-100,-75,-100,-78,-100,-48,-64,-75
1662468753.174731,-78,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-78,-100,-100,-100,-76,-100,-100,-100,-100,-78,-77,-77,-79,-100,-100,-50,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-50,-100,-100,-100,-100,-100,-100,-50,-100
1662468754.175290,-76,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-74,-100,-100,-100,-100,-76,-100,-100,-100,-78,-100,-100,-100,-100,-68,-79,-78,-74,-100,-100,-53,-100,-100,-100,-100,-100,-35,-100,-100,-100,-78,-100,-100,-53,-100,-100,-100,-100,-100,-100,-52,-100
1662468755.174646,-76,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-74,-100,-100,-100,-100,-76,-100,-100,-100,-79,-100,-100,-100,-100,-80,-76,-78,-74,-100,-100,-52,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-53,-100,-100,-100,-100,-100,-100,-52,-100
1662468756.175710,-69,-65,-100,-100,-76,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-69,-100,-68,-100,-100,-100,-73,-100,-100,-72,-100,-100,-100,-100,-68,-100,-100,-100,-68,-73,-77,-100,-76,-100,-71,-72,-74,-100,-69,-100,-100,-73,-100,-100,-66,-70,-100,-100,-77,-75,-100,-76,-77,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-48,-65,-75
1662468757.175786,-72,-53,-100,-100,-75,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-65,-77,-100,-67,-100,-100,-100,-100,-72,-80,-100,-100,-100,-66,-100,-100,-100,-100,-77,-100,-100,-100,-72,-100,-100,-66,-100,-100,-52,-75,-100,-76,-76,-100,-41,-76,-78,-76,-100,-100,-100,-52,-100,-77,-100,-77,-80,-100,-52,-100
1662468758.175084,-100,-73,-74,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-79,-78,-100,-77,-77,-100,-100,-100,-100,-62,-100,-100,-100,-73,-100,-100,-72,-79,-100,-100,-75,-100,-100,-100,-100,-70,-68,-78,-100,-73,-75,-63,-78,-64,-100,-100,-76,-76,-69,-100,-100,-74,-61,-100,-100,-77,-72,-100,-62,-100,-100,-77,-100,-100,-74,-78,-100,-100,-100,-100,-48,-73,-71
1662468759.175077,-72,-54,-100,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-77,-77,-100,-77,-100,-100,-100,-100,-71,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-73,-76,-78,-71,-100,-100,-54,-78,-100,-100,-100,-100,-35,-76,-78,-77,-100,-76,-100,-54,-100,-77,-100,-100,-100,-100,-53,-100
1662468760.175183,-65,-58,-100,-100,-100,-100,-100,-100,-100,-75,-100,-77,-78,-100,-77,-76,-100,-100,-100,-100,-100,-66,-100,-70,-100,-100,-100,-67,-100,-100,-66,-78,-100,-100,-100,-72,-100,-100,-100,-78,-66,-77,-78,-78,-100,-69,-77,-74,-100,-74,-100,-100,-66,-100,-100,-59,-72,-100,-100,-78,-76,-41,-72,-100,-100,-100,-76,-100,-57,-100,-100,-100,-100,-100,-77,-58,-78
1662468761.174710,-78,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-77,-100,-100,-100,-100,-79,-100,-100,-100,-67,-100,-100,-100,-100,-74,-76,-76,-77,-100,-100,-46,-100,-100,-100,-100,-100,-35,-100,-100,-100,-68,-100,-100,-46,-100,-100,-100,-100,-100,-100,-46,-100
1662468762.175058,-75,-61,-77,-75,-77,-64,-100,-77,-76,-75,-100,-76,-80,-79,-78,-100,-81,-75,-77,-100,-68,-73,-66,-69,-87,-49,-100,-66,-100,-100,-67,-77,-72,-82,-78,-76,-100,-100,-80,-76,-66,-77,-77,-78,-100,-71,-77,-70,-60,-71,-100,-100,-64,-100,-71,-65,-71,-48,-100,-78,-75,-41,-72,-77,-100,-100,-75,-100,-61,-100,-100,-48,-100,-100,-69,-61,-78
1662468763.175139,-74,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-74,-100,-100,-100,-100,-100,-56,-74,-100,-100,-100,-100,-35,-77,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-55,-100
1662468764.174758,-67,-52,-100,-100,-75,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-75,-100,-100,-100,-65,-77,-100,-64,-100,-100,-100,-100,-66,-80,-100,-100,-100,-67,-100,-100,-100,-100,-77,-100,-100,-100,-70,-100,-100,-65,-100,-100,-52,-75,-100,-76,-76,-100,-41,-76,-78,-76,-100,-100,-100,-52,-100,-77,-100,-77,-80,-100,-49,-100
1662468765.175447,-76,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-69,-100,-100,-100,-100,-74,-100,-100,-100,-100,-76,-100,-100,-100,-79,-100,-100,-100,-100,-68,-76,-78,-74,-100,-100,-53,-100,-100,-100,-100,-100,-35,-100,-100,-100,-77,-100,-100,-52,-100,-100,-100,-100,-100,-100,-53,-100
1662468766.174750,-65,-61,-100,-100,-79,-100,-100,-100,-100,-75,-100,-77,-77,-100,-78,-77,-100,-100,-100,-100,-100,-66,-100,-71,-100,-100,-100,-66,-100,-100,-66,-77,-100,-100,-100,-68,-100,-100,-100,-78,-67,-77,-78,-78,-100,-70,-77,-68,-100,-66,-100,-100,-66,-100,-100,-59,-70,-100,-100,-78,-76,-41,-71,-79,-100,-100,-76,-100,-59,-100,-100,-100,-100,-100,-75,-59,-78
1662468767.175033,-74,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-75,-76,-78,-71,-100,-100,-56,-100,-100,-100,-100,-100,-35,-74,-100,-100,-100,-76,-100,-56,-100,-100,-100,-100,-100,-100,-56,-100
1662468768.174899,-73,-57,-77,-75,-77,-64,-100,-77,-76,-75,-100,-76,-78,-79,-78,-100,-81,-75,-77,-100,-68,-66,-66,-69,-87,-49,-100,-65,-100,-100,-65,-76,-72,-82,-78,-74,-100,-100,-80,-78,-75,-77,-77,-76,-100,-69,-78,-71,-60,-66,-100,-100,-65,-100,-71,-64,-70,-48,-100,-78,-78,-41,-69,-77,-100,-100,-77,-100,-58,-100,-100,-48,-100,-100,-69,-58,-75
1662468769.174958,-69,-53,-100,-100,-75,-100,-79,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-68,-77,-100,-67,-100,-100,-100,-100,-68,-80,-100,-100,-100,-75,-100,-100,-100,-100,-77,-100,-100,-100,-68,-100,-100,-67,-100,-100,-53,-75,-100,-76,-76,-100,-41,-76,-78,-75,-100,-100,-100,-52,-100,-77,-100,-77,-80,-100,-52,-100
1662468770.175010,-71,-60,-100,-100,-79,-100,-100,-100,-100,-75,-100,-76,-77,-100,-78,-77,-100,-100,-100,-100,-100,-71,-100,-70,-100,-100,-100,-72,-100,-100,-73,-77,-100,-100,-100,-71,-100,-100,-100,-78,-66,-77,-76,-78,-100,-71,-77,-74,-100,-72,-100,-100,-66,-100,-100,-59,-71,-100,-100,-78,-76,-41,-71,-78,-100,-100,-76,-100,-59,-100,-100,-100,-100,-100,-75,-59,-78
1662468771.175052,-74,-52,-100,-100,-78,-100,-79,-77,-100,-100,-100,-77,-78,-100,-75,-77,-100,-100,-100,-100,-100,-73,-100,-75,-100,-100,-100,-75,-75,-100,-76,-73,-100,-100,-100,-73,-80,-100,-100,-100,-66,-100,-78,-76,-100,-77,-100,-71,-100,-73,-100,-100,-76,-100,-100,-53,-75,-100,-100,-100,-77,-41,-78,-78,-80,-100,-100,-100,-53,-100,-78,-100,-100,-100,-75,-54,-78
1662468772.174793,-75,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-72,-100,-77,-100,-75,-73,-100,-100,-100,-74,-76,-78,-71,-100,-100,-54,-78,-100,-100,-100,-100,-35,-74,-100,-77,-100,-76,-100,-52,-100,-100,-100,-100,-100,-100,-53,-100
