00:24:6C:26:87:**,00:24:6C:26:89:**,00:24:6C:26:8B:**,00:24:6C:2D:17:**,00:24:6C:2D:1A:**,04:92:26:53:B7:**,08:36:C9:8E:F4:**,30:87:D9:31:54:**,30:87:D9:31:55:**,30:87:D9:31:59:**,30:87:D9:31:5B:**,30:87:D9:31:5C:**,30:87:D9:31:61:**,30:87:D9:31:72:**,30:87:D9:31:76:**,30:87:D9:31:77:**,30:87:D9:31:7C:**,30:87:D9:31:7D:**,30:87:D9:31:7E:**,30:87:D9:31:7F:**,30:87:D9:31:81:**,30:87:D9:31:82:**,30:87:D9:31:89:**,30:87:D9:31:95:**,30:87:D9:31:97:**,30:87:D9:31:99:**,30:87:D9:31:9A:**,30:87:D9:31:F0:**,30:87:D9:31:FC:**,30:87:D9:32:06:**,30:87:D9:32:38:**,30:87:D9:71:54:**,30:87:D9:71:55:**,30:87:D9:71:58:**,30:87:D9:71:59:**,30:87:D9:71:5B:**,30:87:D9:71:5C:**,30:87:D9:71:61:**,30:87:D9:71:72:**,30:87:D9:71:76:**,30:87:D9:71:77:**,30:87:D9:71:7C:**,30:87:D9:71:7D:**,30:87:D9:71:7E:**,30:87:D9:71:7F:**,30:87:D9:71:81:**,30:87:D9:71:82:**,30:87:D9:71:89:**,30:87:D9:71:95:**,30:87:D9:71:97:**,30:87:D9:71:99:**,30:87:D9:71:9A:**,30:87:D9:71:F0:**,30:87:D9:71:FC:**,30:87:D9:72:06:**,30:87:D9:72:38:**,30:87:D9:B1:54:**,30:87:D9:B1:55:**,30:87:D9:B1:59:**,30:87:D9:B1:5B:**,30:87:D9:B1:5C:**,30:87:D9:B1:76:**,30:87:D9:B1:77:**,30:87:D9:B1:7C:**,30:87:D9:B1:7D:**,30:87:D9:B1:7E:**,30:87:D9:B1:7F:**,30:87:D9:B1:81:**,30:87:D9:B1:82:**,30:87:D9:B1:89:**,30:87:D9:B1:95:**,30:87:D9:B1:97:**,30:87:D9:B1:99:**,30:87:D9:B1:9A:**,30:87:D9:B1:F0:**,30:87:D9:B1:FC:**,30:87:D9:B2:06:**,30:87:D9:B2:38:**,30:87:D9:F1:54:**,30:87:D9:F1:55:**,30:87:D9:F1:59:**,30:87:D9:F1:5B:**,30:87:D9:F1:76:**,30:87:D9:F1:77:**,30:87:D9:F1:7C:**,30:87:D9:F1:7D:**,30:87:D9:F1:7E:**,30:87:D9:F1:7F:**,30:87:D9:F1:81:**,30:87:D9:F1:82:**,30:87:D9:F1:89:**,30:87:D9:F1:95:**,30:87:D9:F1:97:**,30:87:D9:F1:99:**,30:87:D9:F1:9A:**,30:87:D9:F1:F0:**,30:87:D9:F1:FC:**,30:87:D9:F2:06:**,30:87:D9:F2:38:**,34:97:F6:6B:EB:**,78:32:1B:CC:37:**,78:D2:94:7F:EB:**,A8:5E:45:1B:B8:**,B0:6E:BF:3B:A8:**,E4:F0:42:E0:FB:**,timestamp,x,z
-100,-100.0,-69.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58,-100.0,-100,-78.0,-100.0,-100,-78,-100,-77,-79,-64.0,-100.0,-100.0,-77.0,-100.0,-70,-77.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-59,-100.0,-100,-77.0,-100.0,-100,-78,-100,-74,-100,-65.0,-45,-100,-100,-100.0,-70,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59,-100.0,-100.0,-78.0,-100.0,-100,-78,-100,-76,-100,-63.0,-100.0,-100.0,-77,-100.0,-68,-77.0,-100.0,-100.0,-100.0,-100.0,-57,-100.0,-100.0,-78.0,-100.0,-100,-78,-100,-76,-100,-64.0,-100.0,-100.0,-77,-100.0,-69,-76.0,-100,-100.0,-100.0,-100.0,-78.0,-100.0,1662467902,5.1792564,20.3913651
-79,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59,-100.0,-100,-64.0,-100.0,-100,-100,-100,-100,-78,-76.0,-100.0,-100.0,-78.0,-69.0,-78,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-58,-100.0,-100,-65.0,-100.0,-100,-100,-100,-100,-78,-74.0,-45,-100,-78,-72.0,-79,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58,-100.0,-100.0,-64.0,-100.0,-100,-100,-100,-100,-75,-72.0,-100.0,-100.0,-78,-71.0,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-58,-100.0,-100.0,-65.0,-100.0,-100,-100,-100,-100,-77,-72.0,-100.0,-100.0,-77,-70.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-74.0,-100.0,1662467903,5.1768837,20.3905716
-100,-100.0,-74.0,-100.0,-86,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-61.0,-49,-100.0,-52,-67.0,-100.0,-100,-100,-100,-73,-100,-77.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-80.0,-85,-100.0,-100.0,-63,-47,-61,-56,-100.0,-52,-67.0,-100.0,-71,-100,-100,-68,-100,-79.0,-55,-81,-100,-100.0,-77,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49,-100.0,-100.0,-61.0,-100.0,-100,-100,-100,-73,-100,-79.0,-48.0,-100.0,-100,-100.0,-80,-100.0,-100.0,-100.0,-100.0,-100.0,-49,-100.0,-100.0,-61.0,-100.0,-100,-100,-100,-68,-100,-79.0,-47.0,-100.0,-100,-100.0,-78,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467904,5.1817703,20.3905754
-100,-100.0,-71.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67,-100.0,-100,-76.0,-100.0,-100,-72,-100,-77,-100,-76.0,-100.0,-100.0,-78.0,-100.0,-71,-68.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-66,-100.0,-100,-76.0,-100.0,-100,-70,-100,-78,-100,-62.0,-45,-100,-79,-100.0,-69,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67,-100.0,-100.0,-78.0,-100.0,-100,-72,-100,-77,-100,-62.0,-100.0,-100.0,-79,-100.0,-71,-76.0,-100.0,-100.0,-100.0,-100.0,-66,-100.0,-100.0,-77.0,-100.0,-100,-72,-100,-78,-100,-64.0,-100.0,-100.0,-79,-100.0,-71,-70.0,-100,-100.0,-100.0,-100.0,-82.0,-100.0,1662467905,5.1775265,20.3904324
-75,-100.0,-72.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100,-75.0,-100.0,-78,-100,-100,-100,-100,-76.0,-100.0,-100.0,-100.0,-75.0,-79,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-64,-100.0,-100,-75.0,-100.0,-78,-80,-100,-100,-100,-77.0,-45,-100,-100,-75.0,-72,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65,-100.0,-100.0,-75.0,-100.0,-79,-100,-100,-100,-100,-76.0,-100.0,-100.0,-100,-75.0,-76,-100.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100.0,-76.0,-100.0,-79,-100,-100,-100,-100,-77.0,-100.0,-100.0,-100,-77.0,-75,-100.0,-100,-100.0,-100.0,-100.0,-76.0,-100.0,1662467906,5.1787395,20.3903713
-100,-100.0,-72.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60,-100.0,-100,-76.0,-100.0,-100,-78,-100,-100,-79,-72.0,-100.0,-100.0,-77.0,-100.0,-69,-77.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-60,-100.0,-100,-77.0,-100.0,-76,-78,-100,-74,-100,-73.0,-45,-100,-79,-100.0,-71,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59,-100.0,-100.0,-76.0,-100.0,-100,-78,-100,-76,-100,-72.0,-100.0,-100.0,-77,-100.0,-70,-77.0,-100.0,-100.0,-100.0,-100.0,-59,-100.0,-100.0,-76.0,-100.0,-100,-78,-100,-76,-100,-73.0,-100.0,-100.0,-77,-100.0,-68,-76.0,-100,-100.0,-100.0,-100.0,-78.0,-100.0,1662467907,5.1821613,20.3940506
-100,-100.0,-70.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69,-100.0,-100,-77.0,-100.0,-100,-69,-100,-76,-100,-74.0,-100.0,-100.0,-77.0,-100.0,-68,-73.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-70,-100.0,-100,-78.0,-100.0,-100,-70,-100,-73,-100,-72.0,-45,-100,-78,-100.0,-65,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69,-100.0,-100.0,-75.0,-100.0,-100,-79,-100,-74,-100,-72.0,-100.0,-100.0,-78,-100.0,-67,-72.0,-100.0,-100.0,-100.0,-100.0,-69,-100.0,-100.0,-78.0,-100.0,-100,-80,-100,-76,-100,-74.0,-100.0,-100.0,-77,-100.0,-66,-70.0,-100,-100.0,-100.0,-100.0,-77.0,-100.0,1662467908,5.1786041,20.3909531
-100,-100.0,-72.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60,-100.0,-100,-78.0,-100.0,-75,-100,-100,-100,-100,-64.0,-100.0,-100.0,-100.0,-100.0,-71,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-62,-100.0,-100,-79.0,-100.0,-78,-100,-100,-100,-100,-63.0,-45,-100,-79,-100.0,-70,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60,-100.0,-100.0,-78.0,-100.0,-79,-100,-100,-100,-100,-64.0,-100.0,-100.0,-100,-100.0,-69,-100.0,-100.0,-100.0,-100.0,-100.0,-60,-100.0,-100.0,-77.0,-100.0,-79,-100,-100,-100,-100,-64.0,-100.0,-100.0,-100,-100.0,-71,-100.0,-100,-100.0,-100.0,-100.0,-77.0,-100.0,1662467909,5.1829052,20.3922729
-100,-100.0,-67.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100,-76.0,-100.0,-100,-78,-100,-77,-100,-62.0,-100.0,-100.0,-79.0,-100.0,-69,-68.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-62,-100.0,-100,-80.0,-100.0,-100,-78,-100,-74,-100,-57.0,-45,-100,-79,-100.0,-69,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100.0,-78.0,-100.0,-100,-78,-100,-76,-100,-56.0,-100.0,-100.0,-77,-100.0,-69,-79.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100.0,-75.0,-100.0,-100,-78,-100,-76,-100,-56.0,-100.0,-100.0,-77,-100.0,-71,-80.0,-100,-100.0,-100.0,-100.0,-82.0,-100.0,1662467910,5.1763783,20.3897362
-79,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55,-100.0,-100,-67.0,-100.0,-100,-100,-100,-100,-78,-74.0,-100.0,-100.0,-78.0,-73.0,-78,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-56,-100.0,-100,-66.0,-100.0,-100,-100,-100,-100,-78,-73.0,-45,-100,-78,-72.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55,-100.0,-100.0,-66.0,-100.0,-100,-100,-100,-100,-75,-73.0,-100.0,-100.0,-78,-70.0,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-55,-100.0,-100.0,-64.0,-100.0,-100,-100,-100,-100,-77,-72.0,-100.0,-100.0,-77,-70.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-74.0,-100.0,1662467911,5.1811218,20.3932076
-100,-100.0,-66.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100,-77.0,-100.0,-100,-77,-71,-76,-100,-63.0,-100.0,-100.0,-78.0,-100.0,-65,-66.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-69,-100.0,-100,-78.0,-79.0,-100,-100,-70,-76,-100,-74.0,-45,-100,-100,-100.0,-66,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100.0,-75.0,-80.0,-100,-77,-68,-75,-100,-72.0,-100.0,-100.0,-100,-100.0,-65,-74.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-100.0,-78.0,-77.0,-100,-77,-72,-76,-100,-62.0,-100.0,-100.0,-100,-100.0,-64,-68.0,-100,-100.0,-100.0,-100.0,-76.0,-100.0,1662467912,5.191721,20.3897667
-79,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56,-100.0,-100,-65.0,-100.0,-100,-100,-100,-100,-78,-74.0,-100.0,-100.0,-78.0,-69.0,-78,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-55,-100.0,-100,-64.0,-100.0,-100,-100,-100,-100,-78,-73.0,-45,-100,-78,-72.0,-79,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55,-100.0,-100.0,-64.0,-100.0,-100,-100,-100,-100,-75,-73.0,-100.0,-100.0,-78,-70.0,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-56,-100.0,-100.0,-65.0,-100.0,-100,-100,-100,-100,-77,-72.0,-100.0,-100.0,-77,-70.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-74.0,-100.0,1662467913,5.3657074,20.3573017
-75,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58,-100.0,-100,-72.0,-100.0,-78,-100,-100,-100,-73,-72.0,-100.0,-100.0,-100.0,-73.0,-79,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-59,-100.0,-100,-72.0,-100.0,-100,-80,-100,-100,-75,-74.0,-45,-100,-100,-73.0,-79,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59,-100.0,-100.0,-74.0,-100.0,-100,-100,-100,-100,-77,-74.0,-100.0,-100.0,-100,-74.0,-76,-100.0,-100.0,-100.0,-100.0,-100.0,-58,-100.0,-100.0,-73.0,-100.0,-100,-100,-100,-100,-75,-74.0,-100.0,-100.0,-100,-70.0,-75,-100.0,-100,-100.0,-100.0,-100.0,-76.0,-100.0,1662467914,5.5661106,20.3456535
-100,-100.0,-74.0,-100.0,-86,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-61.0,-47,-100.0,-52,-67.0,-100.0,-100,-100,-100,-73,-100,-78.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-80.0,-85,-100.0,-100.0,-63,-47,-61,-56,-100.0,-52,-67.0,-100.0,-71,-100,-100,-71,-100,-77.0,-55,-81,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47,-100.0,-100.0,-61.0,-100.0,-100,-100,-100,-68,-100,-80.0,-48.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-48,-100.0,-100.0,-61.0,-100.0,-100,-100,-100,-74,-100,-79.0,-47.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467915,5.8088531,20.3459511
-75,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56,-100.0,-100,-64.0,-100.0,-78,-100,-100,-100,-77,-75.0,-100.0,-100.0,-100.0,-73.0,-79,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-56,-100.0,-100,-65.0,-100.0,-100,-80,-100,-100,-75,-74.0,-45,-100,-100,-71.0,-79,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55,-100.0,-100.0,-65.0,-100.0,-100,-100,-100,-100,-77,-74.0,-100.0,-100.0,-100,-71.0,-76,-100.0,-100.0,-100.0,-100.0,-100.0,-56,-100.0,-100.0,-64.0,-100.0,-100,-100,-100,-100,-76,-74.0,-100.0,-100.0,-100,-73.0,-75,-100.0,-100,-100.0,-100.0,-100.0,-76.0,-100.0,1662467916,6.0359154,20.3444996
-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56,-100.0,-100,-66.0,-100.0,-100,-77,-100,-77,-100,-68.0,-100.0,-100.0,-77.0,-100.0,-78,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-56,-100.0,-100,-66.0,-80.0,-100,-100,-100,-78,-100,-68.0,-45,-100,-77,-100.0,-80,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58,-100.0,-100.0,-65.0,-100.0,-100,-100,-100,-78,-100,-69.0,-100.0,-100.0,-100,-100.0,-80,-100.0,-100.0,-100.0,-100.0,-100.0,-56,-100.0,-100.0,-64.0,-100.0,-100,-78,-100,-79,-77,-68.0,-100.0,-100.0,-100,-100.0,-79,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467917,6.2606535,20.3375664
-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55,-100.0,-100,-73.0,-100.0,-100,-77,-100,-78,-100,-67.0,-100.0,-100.0,-77.0,-81.0,-76,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-56,-100.0,-100,-72.0,-80.0,-100,-100,-100,-78,-100,-68.0,-45,-100,-77,-100.0,-80,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56,-100.0,-100.0,-73.0,-100.0,-100,-100,-100,-78,-100,-68.0,-100.0,-100.0,-100,-100.0,-77,-100.0,-100.0,-100.0,-100.0,-100.0,-54,-100.0,-100.0,-72.0,-100.0,-100,-78,-100,-79,-77,-70.0,-100.0,-100.0,-100,-100.0,-79,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467918,6.4977627,20.3509789
-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58,-100.0,-100,-68.0,-100.0,-100,-77,-100,-79,-100,-77.0,-100.0,-100.0,-77.0,-81.0,-76,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-60,-100.0,-100,-69.0,-100.0,-100,-100,-100,-77,-100,-76.0,-45,-100,-77,-100.0,-76,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57,-100.0,-100.0,-68.0,-100.0,-100,-100,-100,-78,-100,-75.0,-100.0,-100.0,-100,-100.0,-78,-100.0,-100.0,-100.0,-100.0,-100.0,-58,-100.0,-100.0,-69.0,-100.0,-100,-78,-100,-78,-77,-76.0,-100.0,-100.0,-100,-100.0,-75,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467919,6.7789707,20.3195267
-78,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57,-100.0,-100,-70.0,-80.0,-100,-79,-100,-76,-78,-74.0,-100.0,-100.0,-79.0,-71.0,-74,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-57,-100.0,-100,-71.0,-78.0,-100,-100,-100,-77,-79,-73.0,-45,-100,-81,-72.0,-74,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57,-100.0,-100.0,-70.0,-78.0,-100,-80,-100,-77,-75,-74.0,-100.0,-100.0,-77,-74.0,-72,-100.0,-100.0,-100.0,-100.0,-100.0,-57,-100.0,-100.0,-69.0,-100.0,-100,-78,-100,-78,-80,-77.0,-100.0,-100.0,-80,-76.0,-74,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467920,7.0440693,20.3376045
-100,-100.0,-71.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59,-100.0,-100,-76.0,-100.0,-100,-78,-100,-100,-79,-73.0,-100.0,-100.0,-77.0,-100.0,-69,-77.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-59,-100.0,-100,-77.0,-100.0,-78,-78,-100,-100,-100,-64.0,-45,-100,-79,-100.0,-69,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59,-100.0,-100.0,-76.0,-100.0,-100,-78,-100,-100,-100,-64.0,-100.0,-100.0,-100,-100.0,-70,-77.0,-100.0,-100.0,-100.0,-100.0,-59,-100.0,-100.0,-76.0,-100.0,-100,-78,-100,-100,-100,-63.0,-100.0,-100.0,-100,-100.0,-68,-76.0,-100,-100.0,-100.0,-100.0,-77.0,-100.0,1662467921,7.2643661,20.3442612
-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56,-100.0,-100,-70.0,-100.0,-100,-80,-100,-79,-100,-77.0,-100.0,-100.0,-100.0,-100.0,-74,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-56,-100.0,-100,-69.0,-100.0,-100,-100,-100,-77,-100,-78.0,-45,-100,-79,-100.0,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57,-100.0,-100.0,-69.0,-100.0,-100,-100,-100,-77,-100,-77.0,-100.0,-100.0,-100,-100.0,-77,-100.0,-100.0,-100.0,-100.0,-100.0,-57,-100.0,-100.0,-73.0,-100.0,-100,-79,-100,-78,-80,-77.0,-100.0,-100.0,-80,-100.0,-76,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467922,7.3253193,20.3373699
-100,-100.0,-65.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70,-100.0,-100,-77.0,-100.0,-100,-77,-100,-76,-100,-60.0,-100.0,-100.0,-77.0,-100.0,-66,-74.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-67,-100.0,-100,-78.0,-100.0,-100,-100,-100,-73,-100,-62.0,-45,-100,-78,-100.0,-66,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66,-100.0,-100.0,-75.0,-100.0,-100,-77,-68,-76,-100,-62.0,-100.0,-100.0,-78,-100.0,-64,-69.0,-100.0,-100.0,-100.0,-100.0,-65,-100.0,-100.0,-78.0,-100.0,-100,-77,-100,-76,-100,-61.0,-100.0,-100.0,-77,-100.0,-67,-70.0,-100,-100.0,-100.0,-100.0,-77.0,-100.0,1662467923,7.305006,20.3510303
-100,-100.0,-63.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67,-100.0,-100,-77.0,-100.0,-100,-77,-100,-76,-100,-64.0,-100.0,-100.0,-77.0,-100.0,-64,-75.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-68,-100.0,-100,-78.0,-100.0,-100,-100,-100,-73,-100,-63.0,-45,-100,-78,-100.0,-66,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66,-100.0,-100.0,-75.0,-100.0,-100,-77,-100,-76,-100,-63.0,-100.0,-100.0,-78,-100.0,-66,-69.0,-100.0,-100.0,-100.0,-100.0,-67,-100.0,-100.0,-78.0,-100.0,-100,-77,-100,-76,-100,-63.0,-100.0,-100.0,-77,-100.0,-66,-73.0,-100,-100.0,-100.0,-100.0,-77.0,-100.0,1662467924,7.3182764,20.3685036
-78,-100.0,-75.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68,-100.0,-100,-100.0,-100.0,-100,-100,-77,-78,-100,-67.0,-100.0,-100.0,-81.0,-100.0,-59,-73.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-67,-100.0,-100,-100.0,-100.0,-100,-82,-78,-75,-100,-76.0,-40,-100,-79,-100.0,-58,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65,-100.0,-100.0,-100.0,-100.0,-100,-100,-79,-75,-100,-68.0,-100.0,-100.0,-79,-100.0,-59,-74.0,-100.0,-100.0,-100.0,-100.0,-68,-100.0,-100.0,-100.0,-100.0,-100,-100,-78,-76,-100,-67.0,-100.0,-100.0,-78,-100.0,-59,-66.0,-81,-100.0,-100.0,-100.0,-78.0,-100.0,1662467925,7.3156834,20.3672047
-100,-100.0,-64.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65,-100.0,-100,-100.0,-100.0,-100,-72,-100,-75,-100,-61.0,-100.0,-100.0,-77.0,-100.0,-71,-69.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-68,-100.0,-100,-75.0,-100.0,-100,-70,-100,-73,-100,-64.0,-45,-100,-79,-100.0,-71,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66,-100.0,-100.0,-76.0,-100.0,-100,-72,-100,-75,-100,-61.0,-100.0,-100.0,-79,-100.0,-70,-73.0,-100.0,-100.0,-100.0,-100.0,-65,-100.0,-100.0,-75.0,-100.0,-100,-72,-100,-74,-100,-63.0,-100.0,-100.0,-79,-100.0,-69,-73.0,-100,-100.0,-100.0,-100.0,-82.0,-100.0,1662467926,7.3130941,20.3652763
-79,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62,-100.0,-100,-73.0,-100.0,-100,-100,-100,-100,-76,-73.0,-100.0,-100.0,-79.0,-71.0,-78,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-61,-100.0,-100,-64.0,-100.0,-100,-100,-100,-77,-78,-73.0,-45,-100,-80,-72.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62,-100.0,-100.0,-76.0,-78.0,-100,-100,-100,-100,-77,-74.0,-100.0,-100.0,-77,-70.0,-75,-100.0,-100.0,-100.0,-100.0,-100.0,-61,-100.0,-100.0,-73.0,-100.0,-100,-100,-100,-100,-78,-73.0,-100.0,-100.0,-77,-72.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-74.0,-100.0,1662467927,7.3084688,20.3687325
-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48,-100.0,-100,-100.0,-100.0,-100,-100,-100,-75,-100,-78.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-49,-100.0,-100,-100.0,-100.0,-100,-100,-100,-74,-100,-80.0,-44,-100,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-73,-100,-80.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-49,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-75,-100,-79.0,-100.0,-100.0,-100,-100.0,-100,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1662467928,7.3160353,20.3670006
