timestamp,30:87:D9:B1:7E:**,30:87:D9:F1:7E:**,30:87:D9:F1:76:**,30:87:D9:F2:38:**,30:87:D9:B1:82:**,30:87:D9:31:97:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:71:81:**,30:87:D9:31:7C:**,30:87:D9:B1:FC:**,30:87:D9:B1:7F:**,30:87:D9:B2:38:**,30:87:D9:F1:81:**,30:87:D9:B1:89:**,30:87:D9:72:38:**,30:87:D9:71:61:**,30:87:D9:71:5C:**,30:87:D9:B2:06:**,30:87:D9:71:99:**,00:24:6C:26:87:**,30:87:D9:72:06:**,30:87:D9:31:81:**,30:87:D9:F1:F0:**,30:87:D9:F2:06:**,30:87:D9:31:F0:**,30:87:D9:B1:7D:**,30:87:D9:31:95:**,30:87:D9:71:7D:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:71:F0:**,30:87:D9:B1:81:**,30:87:D9:B1:76:**,00:24:6C:26:8B:**,30:87:D9:F1:7F:**,34:97:F6:6B:EB:**,30:87:D9:F1:7D:**,30:87:D9:B1:97:**,30:87:D9:71:95:**,30:87:D9:B1:F0:**,00:24:6C:2D:1A:**,30:87:D9:71:FC:**,30:87:D9:31:7E:**,30:87:D9:B1:95:**,30:87:D9:71:7E:**,30:87:D9:71:58:**,30:87:D9:F1:95:**,30:87:D9:71:72:**,78:32:1B:CC:37:**,30:87:D9:71:7F:**,30:87:D9:31:89:**,E4:F0:42:E0:FB:**,30:87:D9:71:89:**,30:87:D9:71:97:**,30:87:D9:F1:97:**,30:87:D9:31:76:**,30:87:D9:71:9A:**,30:87:D9:F1:82:**,B0:6E:BF:3B:A8:**,30:87:D9:71:76:**,30:87:D9:31:7D:**,30:87:D9:31:82:**,30:87:D9:31:FC:**,30:87:D9:32:38:**,30:87:D9:F1:FC:**,30:87:D9:71:82:**
1662467333.165261,-100,-100,-59,-100,-100,-65,-73,-100,-100,-100,-68,-72,-100,-100,-79,-100,-100,-100,-72,-45,-100,-71,-81,-100,-72,-100,-100,-100,-100,-81,-73,-100,-100,-59,-71,-76,-100,-100,-72,-100,-79,-71,-69,-100,-100,-100,-100,-100,-100,-100,-76,-80,-100,-79,-72,-71,-58,-100,-100,-79,-58,-100,-100,-69,-100,-100,-100
1662467334.165087,-100,-100,-65,-77,-100,-63,-67,-100,-79,-100,-100,-100,-74,-78,-76,-74,-100,-100,-66,-45,-100,-64,-80,-78,-69,-78,-100,-100,-100,-77,-100,-78,-79,-64,-72,-100,-100,-100,-65,-100,-78,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-75,-62,-62,-64,-100,-100,-77,-65,-100,-100,-100,-77,-100,-100
1662467335.165148,-100,-100,-59,-75,-70,-60,-65,-100,-71,-100,-100,-100,-67,-72,-71,-67,-100,-100,-65,-45,-100,-63,-78,-100,-63,-100,-100,-100,-100,-72,-100,-100,-79,-58,-71,-100,-100,-100,-62,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-66,-63,-61,-60,-100,-73,-69,-59,-100,-75,-100,-69,-100,-71
1662467336.165931,-100,-100,-62,-77,-100,-66,-70,-100,-77,-100,-100,-100,-76,-77,-77,-74,-100,-100,-74,-45,-76,-69,-80,-74,-74,-75,-100,-78,-100,-75,-100,-78,-76,-62,-72,-100,-100,-100,-71,-100,-75,-70,-100,-100,-80,-100,-100,-100,-100,-100,-100,-78,-100,-74,-66,-70,-63,-100,-100,-80,-62,-100,-100,-78,-78,-78,-100
1662467337.165696,-100,-100,-75,-73,-78,-69,-63,-100,-71,-100,-100,-100,-73,-72,-71,-73,-100,-100,-65,-45,-79,-64,-77,-100,-65,-100,-100,-100,-100,-72,-100,-100,-100,-76,-76,-100,-100,-100,-70,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-78,-71,-72,-76,-100,-75,-77,-76,-100,-75,-100,-73,-100,-77
1662467338.165367,-100,-100,-60,-80,-100,-66,-72,-100,-100,-100,-100,-76,-100,-100,-79,-100,-100,-100,-71,-45,-78,-70,-100,-100,-70,-100,-100,-100,-100,-81,-76,-100,-100,-60,-70,-76,-100,-100,-66,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-67,-66,-60,-100,-100,-79,-59,-100,-100,-100,-81,-100,-100
1662467339.164992,-100,-100,-66,-71,-70,-63,-67,-100,-71,-100,-100,-100,-70,-72,-71,-71,-100,-100,-63,-45,-100,-68,-78,-100,-63,-100,-100,-100,-100,-72,-100,-100,-79,-67,-66,-100,-100,-100,-63,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-68,-63,-62,-66,-100,-73,-74,-67,-100,-75,-100,-70,-100,-71
1662467340.165748,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-65,-100,-67,-77,-100,-100,-100,-48,-78,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-67,-100,-100,-48,-100,-100,-100,-49,-66,-100,-100,-100,-100,-100
1662467341.165372,-80,-79,-50,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-61,-100,-61,-80,-100,-100,-100,-51,-76,-100,-100,-61,-78,-100,-100,-78,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-78,-76,-51,-100,-100,-100,-51,-61,-100,-100,-100,-100,-100
1662467342.165075,-100,-100,-61,-80,-100,-66,-71,-100,-77,-100,-100,-76,-79,-77,-100,-74,-100,-100,-70,-45,-76,-72,-80,-74,-70,-75,-100,-78,-100,-100,-76,-100,-76,-62,-70,-77,-100,-100,-66,-100,-75,-74,-100,-100,-80,-100,-100,-100,-100,-100,-75,-100,-100,-74,-65,-67,-61,-100,-100,-78,-62,-100,-100,-78,-78,-78,-100
1662467343.165031,-100,-100,-58,-80,-100,-64,-71,-100,-77,-100,-100,-76,-79,-77,-100,-100,-100,-100,-72,-45,-100,-71,-100,-100,-73,-100,-100,-100,-100,-100,-71,-100,-76,-61,-69,-77,-100,-100,-65,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-65,-64,-59,-100,-100,-79,-60,-100,-100,-78,-80,-78,-100
1662467344.165383,-100,-100,-74,-76,-78,-74,-65,-100,-100,-100,-100,-100,-76,-100,-78,-77,-100,-100,-65,-45,-79,-65,-77,-100,-63,-100,-100,-100,-100,-80,-100,-100,-100,-76,-79,-100,-100,-100,-73,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-78,-74,-66,-76,-100,-75,-77,-76,-100,-75,-100,-77,-100,-77
1662467345.165199,-100,-100,-65,-66,-70,-63,-67,-100,-74,-100,-100,-100,-68,-73,-79,-67,-100,-100,-65,-45,-100,-66,-72,-100,-65,-100,-100,-100,-100,-79,-100,-100,-73,-64,-66,-100,-100,-100,-62,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-68,-62,-63,-67,-100,-73,-74,-65,-100,-75,-100,-73,-100,-71
1662467346.165713,-100,-83,-47,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-62,-100,-62,-78,-100,-100,-100,-47,-81,-100,-100,-62,-100,-100,-100,-100,-100,-79,-100,-82,-100,-100,-100,-100,-100,-65,-100,-76,-100,-100,-46,-100,-100,-100,-46,-63,-100,-100,-100,-100,-100
1662467347.165267,-100,-100,-64,-76,-100,-70,-67,-100,-74,-100,-100,-100,-77,-79,-75,-74,-100,-100,-65,-45,-100,-67,-78,-76,-67,-79,-100,-100,-100,-77,-100,-78,-73,-65,-72,-100,-100,-100,-68,-100,-77,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-73,-63,-67,-65,-100,-100,-76,-64,-100,-100,-100,-76,-100,-100
1662467348.165280,-100,-100,-49,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-52,-100,-52,-67,-100,-100,-100,-50,-78,-100,-100,-53,-79,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-67,-79,-100,-49,-100,-100,-100,-49,-53,-100,-100,-100,-100,-100
1662467349.165783,-100,-100,-77,-74,-77,-67,-60,-100,-100,-100,-100,-100,-72,-100,-67,-64,-100,-100,-60,-45,-100,-59,-79,-100,-60,-100,-100,-100,-100,-78,-100,-100,-100,-76,-79,-100,-78,-100,-66,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-79,-76,-66,-77,-100,-75,-77,-75,-100,-75,-100,-67,-100,-78
1662467350.165424,-100,-100,-56,-100,-100,-66,-78,-100,-81,-100,-100,-100,-100,-100,-79,-100,-100,-100,-73,-40,-100,-74,-100,-100,-76,-100,-65,-100,-65,-78,-100,-100,-100,-54,-76,-100,-100,-65,-66,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-79,-75,-76,-55,-100,-100,-80,-56,-64,-100,-100,-100,-100,-100
1662467351.164982,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-66,-100,-65,-77,-100,-100,-100,-48,-78,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-67,-100,-100,-49,-100,-100,-100,-49,-68,-100,-100,-100,-100,-100
1662467352.164997,-100,-100,-66,-73,-100,-62,-65,-100,-79,-100,-100,-100,-74,-78,-76,-74,-100,-100,-64,-45,-100,-63,-80,-78,-65,-78,-100,-100,-100,-78,-100,-78,-79,-64,-72,-100,-100,-100,-63,-100,-78,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-76,-62,-62,-65,-100,-100,-77,-64,-100,-100,-100,-76,-100,-100
1662467353.165155,-100,-100,-63,-75,-70,-72,-59,-100,-71,-100,-100,-100,-67,-72,-71,-67,-100,-100,-61,-45,-100,-60,-78,-100,-61,-100,-100,-100,-100,-72,-100,-100,-79,-61,-71,-100,-100,-100,-73,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-66,-75,-75,-61,-100,-73,-69,-63,-100,-75,-100,-69,-100,-71
1662467354.165147,-100,-100,-60,-80,-100,-64,-71,-100,-100,-100,-100,-76,-79,-100,-100,-100,-100,-100,-72,-45,-100,-71,-100,-100,-71,-100,-100,-100,-100,-100,-71,-100,-100,-60,-70,-77,-100,-100,-66,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-65,-65,-59,-100,-100,-79,-60,-100,-100,-100,-80,-100,-100
1662467355.165182,-100,-100,-53,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-75,-40,-100,-76,-100,-100,-74,-100,-70,-100,-68,-80,-100,-100,-100,-54,-78,-100,-100,-69,-100,-100,-100,-76,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-53,-100,-100,-100,-53,-69,-100,-100,-100,-100,-100
1662467356.164989,-100,-100,-56,-100,-100,-67,-75,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-75,-40,-100,-70,-100,-100,-76,-100,-69,-100,-70,-80,-100,-100,-100,-56,-72,-100,-100,-69,-100,-100,-100,-76,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-77,-100,-100,-55,-100,-100,-100,-56,-70,-100,-100,-100,-100,-100
1662467357.165180,-100,-83,-50,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-58,-100,-58,-64,-100,-100,-100,-49,-81,-100,-100,-59,-100,-100,-100,-100,-100,-79,-100,-82,-100,-100,-100,-100,-100,-64,-100,-65,-100,-100,-49,-100,-100,-100,-50,-57,-100,-100,-100,-100,-100
1662467358.165402,-100,-100,-59,-77,-100,-66,-70,-100,-77,-100,-100,-100,-76,-77,-77,-74,-100,-100,-74,-45,-76,-69,-80,-74,-74,-75,-100,-78,-100,-75,-100,-78,-76,-59,-72,-100,-100,-100,-67,-100,-75,-70,-100,-100,-80,-100,-100,-100,-100,-100,-100,-78,-100,-74,-66,-67,-59,-100,-100,-80,-59,-100,-100,-78,-78,-78,-100
1662467359.165755,-80,-100,-49,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-66,-100,-66,-68,-100,-100,-100,-48,-78,-100,-100,-65,-75,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-68,-76,-76,-49,-100,-100,-100,-49,-61,-100,-100,-100,-100,-100
1662467360.164994,-100,-80,-57,-100,-100,-80,-89,-47,-77,-45,-72,-78,-100,-77,-100,-100,-59,-80,-100,-40,-100,-90,-77,-79,-100,-81,-66,-77,-72,-100,-79,-77,-78,-57,-74,-77,-100,-66,-79,-76,-77,-78,-73,-100,-77,-100,-80,-76,-49,-87,-71,-100,-85,-100,-79,-69,-57,-75,-100,-80,-58,-68,-100,-72,-78,-72,-100
1662467361.165206,-100,-100,-43,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-62,-100,-61,-68,-100,-100,-100,-45,-79,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-68,-76,-100,-44,-100,-100,-100,-44,-62,-100,-100,-100,-100,-100
1662467362.166000,-80,-79,-56,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-69,-100,-70,-100,-100,-100,-100,-56,-72,-100,-100,-69,-79,-100,-100,-78,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-78,-76,-56,-100,-100,-100,-57,-71,-100,-100,-100,-100,-100
1662467363.165475,-100,-80,-54,-100,-100,-67,-79,-100,-78,-100,-75,-79,-100,-77,-100,-100,-100,-100,-100,-45,-100,-78,-78,-79,-100,-100,-100,-77,-100,-100,-79,-100,-76,-53,-74,-78,-100,-100,-65,-77,-78,-76,-77,-100,-77,-100,-100,-77,-100,-100,-79,-80,-100,-79,-67,-65,-52,-100,-100,-77,-51,-100,-100,-74,-100,-74,-100
1662467364.165880,-100,-100,-76,-69,-77,-68,-62,-100,-100,-100,-77,-100,-69,-100,-78,-74,-100,-100,-65,-45,-79,-62,-77,-81,-65,-100,-100,-100,-100,-80,-100,-100,-100,-75,-79,-100,-100,-100,-72,-100,-100,-63,-79,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-78,-73,-74,-76,-100,-79,-77,-74,-100,-75,-100,-75,-100,-75
1662467365.165082,-100,-100,-53,-100,-100,-66,-79,-100,-100,-100,-73,-72,-100,-100,-79,-100,-100,-100,-72,-45,-100,-78,-81,-100,-72,-100,-100,-78,-100,-100,-73,-100,-74,-52,-74,-78,-100,-100,-66,-76,-79,-70,-76,-100,-76,-100,-100,-79,-100,-100,-79,-80,-100,-79,-72,-66,-54,-100,-100,-75,-53,-100,-100,-77,-100,-74,-100
1662467366.165058,-100,-100,-65,-80,-100,-74,-71,-100,-77,-100,-100,-76,-79,-77,-100,-74,-100,-100,-71,-45,-76,-69,-100,-74,-70,-75,-100,-78,-100,-100,-76,-100,-76,-67,-70,-77,-100,-100,-74,-100,-75,-74,-100,-100,-80,-100,-100,-100,-100,-100,-75,-100,-100,-100,-71,-73,-66,-100,-100,-80,-67,-100,-100,-78,-80,-78,-100
1662467367.165663,-100,-100,-75,-73,-78,-63,-66,-100,-71,-100,-100,-100,-73,-72,-71,-73,-100,-100,-65,-45,-79,-64,-77,-100,-66,-100,-100,-100,-100,-72,-100,-100,-100,-76,-76,-100,-100,-100,-62,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-78,-62,-63,-76,-100,-75,-77,-76,-100,-75,-100,-73,-100,-77
1662467368.165022,-100,-100,-65,-73,-70,-71,-64,-100,-74,-100,-100,-100,-77,-79,-75,-74,-100,-100,-64,-45,-100,-65,-78,-78,-65,-79,-100,-100,-100,-77,-100,-78,-73,-65,-73,-100,-100,-100,-60,-100,-77,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-73,-60,-59,-63,-100,-73,-76,-66,-100,-100,-100,-73,-100,-71
1662467369.165428,-80,-79,-49,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-64,-100,-64,-78,-100,-100,-100,-50,-76,-100,-100,-63,-75,-100,-100,-78,-100,-80,-100,-79,-100,-100,-100,-100,-100,-80,-100,-79,-76,-76,-50,-100,-100,-100,-50,-63,-100,-100,-100,-100,-100
1662467370.165434,-100,-100,-68,-73,-78,-76,-65,-100,-100,-100,-77,-100,-75,-100,-74,-71,-100,-100,-66,-45,-79,-65,-79,-81,-65,-100,-100,-100,-100,-75,-100,-100,-100,-71,-77,-100,-78,-100,-74,-100,-100,-63,-79,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-77,-72,-73,-71,-100,-79,-77,-71,-100,-76,-100,-71,-100,-77
1662467371.165339,-100,-100,-71,-68,-77,-73,-61,-100,-100,-100,-77,-100,-69,-100,-78,-67,-100,-100,-61,-45,-79,-61,-77,-81,-62,-100,-100,-100,-100,-76,-100,-100,-100,-72,-74,-100,-78,-100,-67,-100,-100,-62,-79,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-72,-76,-68,-100,-79,-75,-76,-100,-76,-100,-69,-100,-77
1662467372.165185,-100,-100,-66,-73,-70,-64,-64,-100,-74,-100,-100,-100,-75,-79,-75,-74,-100,-100,-64,-45,-100,-66,-72,-78,-66,-79,-100,-100,-100,-77,-100,-78,-73,-67,-74,-100,-100,-100,-63,-100,-77,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-73,-62,-60,-66,-100,-73,-76,-63,-100,-100,-100,-73,-100,-71
1662467373.165004,-100,-100,-76,-70,-77,-76,-64,-100,-100,-100,-77,-100,-71,-100,-78,-70,-100,-100,-64,-45,-79,-64,-79,-81,-64,-100,-100,-100,-100,-76,-100,-100,-100,-74,-74,-100,-78,-100,-76,-100,-100,-65,-79,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-72,-76,-75,-100,-79,-75,-75,-100,-76,-100,-73,-100,-77
1662467374.165276,-100,-100,-64,-74,-100,-64,-67,-100,-79,-100,-100,-100,-75,-78,-77,-77,-100,-100,-66,-45,-100,-66,-80,-77,-65,-78,-100,-100,-100,-75,-100,-78,-79,-65,-72,-100,-100,-100,-61,-100,-78,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-77,-63,-63,-65,-100,-100,-76,-66,-100,-100,-100,-75,-100,-100
1662467375.165342,-100,-100,-55,-100,-100,-67,-75,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-75,-40,-100,-70,-100,-100,-76,-100,-65,-100,-65,-80,-100,-100,-100,-55,-74,-100,-100,-65,-100,-100,-100,-76,-80,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-77,-100,-100,-56,-100,-100,-100,-56,-65,-100,-100,-100,-100,-100
1662467376.165011,-100,-100,-60,-80,-100,-65,-72,-100,-100,-100,-100,-77,-100,-100,-79,-100,-100,-100,-71,-45,-78,-72,-100,-100,-72,-100,-100,-100,-100,-81,-71,-100,-100,-60,-77,-77,-100,-100,-65,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-66,-70,-59,-100,-100,-78,-59,-100,-100,-100,-81,-100,-100
1662467377.164881,-100,-80,-54,-100,-100,-78,-84,-47,-78,-45,-75,-78,-100,-78,-100,-100,-59,-80,-100,-40,-100,-84,-77,-79,-100,-80,-100,-75,-78,-100,-79,-80,-77,-53,-74,-77,-100,-100,-76,-77,-78,-78,-76,-100,-76,-100,-80,-77,-49,-87,-71,-100,-85,-100,-77,-65,-58,-75,-100,-78,-59,-100,-100,-73,-100,-74,-100
1662467378.165149,-100,-100,-52,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-59,-100,-58,-64,-100,-100,-100,-53,-77,-100,-100,-57,-79,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-65,-79,-100,-52,-100,-100,-100,-54,-57,-100,-100,-100,-100,-100
1662467379.164696,-100,-100,-62,-76,-100,-60,-64,-100,-74,-100,-100,-100,-77,-79,-75,-74,-100,-100,-65,-45,-100,-64,-78,-76,-65,-79,-100,-100,-100,-77,-100,-78,-73,-66,-72,-100,-100,-100,-64,-100,-77,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-73,-62,-63,-66,-100,-100,-76,-64,-100,-100,-100,-76,-100,-100
1662467380.165228,-80,-79,-52,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-59,-100,-59,-100,-100,-100,-100,-53,-71,-100,-100,-58,-77,-100,-100,-79,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-78,-76,-53,-100,-100,-100,-53,-69,-100,-100,-100,-100,-100
1662467381.165239,-100,-80,-57,-100,-100,-78,-84,-47,-78,-45,-74,-78,-100,-75,-100,-100,-59,-80,-100,-40,-100,-84,-77,-79,-100,-80,-100,-75,-78,-100,-79,-80,-77,-57,-74,-77,-100,-100,-76,-77,-78,-78,-76,-100,-76,-100,-80,-77,-49,-87,-71,-100,-85,-100,-77,-65,-60,-75,-100,-78,-60,-100,-100,-73,-100,-74,-100
1662467382.165136,-100,-83,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-61,-100,-61,-77,-100,-100,-100,-49,-100,-100,-100,-60,-100,-100,-100,-100,-100,-80,-100,-82,-100,-100,-100,-100,-100,-78,-100,-76,-100,-100,-49,-100,-100,-100,-48,-61,-100,-100,-100,-100,-100
1662467383.165257,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-65,-100,-64,-68,-100,-100,-100,-51,-79,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-68,-76,-100,-51,-100,-100,-100,-44,-64,-100,-100,-100,-100,-100
1662467384.165109,-100,-100,-74,-73,-78,-63,-63,-100,-100,-100,-77,-100,-73,-100,-75,-73,-100,-100,-61,-45,-79,-62,-79,-81,-63,-100,-100,-100,-100,-74,-100,-100,-100,-75,-77,-100,-78,-100,-72,-100,-100,-61,-79,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-75,-74,-73,-76,-100,-80,-77,-75,-100,-76,-100,-73,-100,-77
1662467385.165032,-80,-79,-48,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-64,-100,-64,-75,-100,-100,-100,-47,-75,-100,-100,-64,-75,-100,-100,-78,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-47,-100,-100,-100,-46,-64,-100,-100,-100,-100,-100
1662467386.164965,-100,-100,-74,-73,-78,-63,-63,-100,-100,-100,-77,-100,-73,-100,-75,-73,-100,-100,-66,-45,-79,-68,-79,-81,-67,-100,-100,-100,-100,-74,-100,-100,-100,-75,-77,-100,-78,-100,-72,-100,-100,-60,-79,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-75,-74,-73,-76,-100,-80,-77,-75,-100,-76,-100,-73,-100,-77
1662467387.165396,-100,-100,-77,-73,-100,-77,-65,-100,-100,-100,-100,-100,-75,-100,-68,-75,-100,-100,-63,-45,-100,-64,-79,-100,-66,-100,-100,-100,-100,-78,-100,-100,-100,-76,-79,-100,-78,-100,-79,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-79,-77,-80,-77,-100,-100,-77,-75,-100,-72,-100,-74,-100,-100
1662467388.165036,-100,-100,-51,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-62,-100,-61,-73,-100,-100,-100,-52,-77,-100,-100,-62,-79,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-64,-79,-100,-52,-100,-100,-100,-51,-61,-100,-100,-100,-100,-100
1662467389.164986,-100,-100,-51,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-57,-100,-58,-64,-100,-100,-100,-51,-81,-100,-100,-58,-79,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-65,-100,-65,-79,-100,-51,-100,-100,-100,-51,-57,-100,-100,-100,-100,-100
1662467390.164944,-100,-100,-50,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-60,-100,-59,-65,-100,-100,-100,-51,-81,-100,-100,-59,-79,-100,-100,-78,-100,-81,-100,-100,-100,-100,-100,-100,-100,-64,-100,-63,-79,-100,-50,-100,-100,-100,-50,-58,-100,-100,-100,-100,-100
1662467391.165278,-100,-100,-54,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-74,-40,-100,-75,-100,-100,-75,-100,-70,-100,-68,-78,-100,-100,-100,-54,-78,-100,-100,-69,-100,-100,-100,-76,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-79,-100,-100,-53,-100,-100,-100,-53,-69,-100,-100,-100,-100,-100
1662467392.164921,-80,-79,-55,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-75,-100,-74,-80,-100,-100,-100,-55,-76,-100,-100,-75,-78,-100,-100,-78,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-78,-76,-54,-100,-100,-100,-54,-75,-100,-100,-100,-100,-100
1662467393.164986,-81,-80,-53,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-70,-100,-59,-77,-100,-100,-100,-53,-72,-100,-100,-70,-75,-100,-100,-79,-100,-79,-100,-79,-100,-100,-100,-100,-100,-78,-100,-79,-78,-76,-52,-100,-100,-100,-53,-59,-100,-100,-100,-100,-100
1662467394.165497,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-40,-100,-100,-100,-100,-100,-100,-61,-100,-61,-65,-100,-100,-100,-46,-78,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-67,-100,-100,-46,-100,-100,-100,-47,-60,-100,-100,-100,-100,-100
